Site ID,Site Name,Area,Regional,Emin40 (kWh),Emax (kWh),Kota / Kabupaten
CJR710,KPCIPINANGMEKARSARI-DMT,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR710,KPCIPINANGMEKARSARI-DMT,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR710,KPCIPINANGMEKARSARI-DMT,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR639,BOCIWALENSUKARESMICMI,Area 2,R04_Jawa Barat,264.0,4752.0,SOREANG
CJR708,E_CJR708_JLPELABUHANJAYANTIDSCIDAMAR-DMT,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR667,KPKRGTENGAHTANGGEUNG-PTL,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR654,KPKEBONKALAPAPST,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR683,KEBONPEUTEUYGEKBRONG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR712,CIBURIALCIBINONGCJRTBG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR630,BOCIMENTENGCAMPAKAI4TE,Area 2,R04_Jawa Barat,528.0,9504.0,SOREANG
CJR692,SUKALUYUMUNJUL,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR693,KPSIMPSAWOSINDANGSARICMIMT1,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR644,KEBONGEDEBABAKANSARICJRCMI,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR707,KPCIHIDEUNGCISALAK-TBG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR696,JLDESASALAGEDANGPAGELARAN-DMT,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR718,PASIRAWITALINANGGALAMEKARCMI,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR724,KPPASIRIPISSUKAMULYACJRPTL,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR423,KPDANGAR,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR705,KPBABAKANCIHAUR-PST,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR735,SINARALAMWANASARIPTL,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR427,KPKEDUNGHILIR,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR413,DSTELAGA,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR431,PASIRPEUSING,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR407,PASIRSEMBUNG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR570,WISMACOLIBHA,Area 2,R04_Jawa Barat,308.0,5544.0,SOREANG
CJR634,BOCIMANGGUCIBEBERTBG,Area 2,R04_Jawa Barat,220.0,3960.0,SOREANG
CJR584,PASIRHAYAMTBG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR586,PANEMBONGGIRANGDMTMW,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR590,KPCARINGINDMT,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR603,BOCIANDAMMANDEDMT,Area 2,R04_Jawa Barat,220.0,3960.0,SOREANG
CJR424,GGRBINTANG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR422,KPRWBANGO,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR415,KPTUGULIO,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR416,JLKAMPUNGTUGU,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR417,TAPALKUDA,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR418,TUNGTURUNAN,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CMS311,SIDAMULYACMS,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS191,WAHIDHASYIM,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS195,PANTAIBARAT,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS304,KPPARAPAT,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS313,DSCIHARALANG,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS197,CIPARANTI,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS308,SINDANGKASIH,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS307,LINGKERTAHAYU,Area 2,R04_Jawa Barat,308.0,5544.0,CIAMIS
CMS290,MSJALISHLAH,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS305,CIANDA,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS303,KIDANGPANANJUNG,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS301,DSNBITUNGHILIR,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS315,DSINDRAGIRI,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CJR476,KPPANONGAN,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR429,JLAMALIA,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR462,DSPADALUYU,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR463,DSCIMARAGANG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR464,DSBBKNKARET,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR455,PASIRKUDA,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR477,SAWAHGEDE,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR480,KAMPUNGPARI,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CMS192,BOJONGSARI,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS201,PAJATEN,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS199,CISONTROLCMS,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS198,BOJONGGEDANG,Area 2,R04_Jawa Barat,264.0,4752.0,CIAMIS
CJR394,KPPASKO,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR037,PTPSUKARAME,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR547,BBKNCISARUA,Area 2,R04_Jawa Barat,528.0,9504.0,SOREANG
CJR569,LEBAKPASAR,Area 2,R04_Jawa Barat,308.0,5544.0,SOREANG
CJR600,MANDIRIKITRICIBODASPST,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR656,MEKARGALIHDMT,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR648,KPBOJONGPETIRSTP,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR635,BOSALAMNUNGGALCIBEBERTBG,Area 2,R04_Jawa Barat,220.0,3960.0,SOREANG
CJR637,BOMANDEMANDEDMT,Area 2,R04_Jawa Barat,528.0,9504.0,SOREANG
CJR658,BOPADASUKACIBINONGTBG,Area 2,R04_Jawa Barat,264.0,4752.0,SOREANG
CJR659,BOMEKARMUKTICIBINONGTBG,Area 2,R04_Jawa Barat,264.0,4752.0,SOREANG
CJR645,BOBOJONGKASOAGRABINTATBG,Area 2,R04_Jawa Barat,264.0,4752.0,SOREANG
CJR581,SIPONCIRANJANGCMI,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CMS297,CIAMISKOTA,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CJR552,KPPADARINCANG,Area 2,R04_Jawa Barat,308.0,5544.0,SOREANG
CJR559,RAYACIPANAS170,Area 2,R04_Jawa Barat,308.0,5544.0,SOREANG
CJR561,DSSIRNAGALIHCJR,Area 2,R04_Jawa Barat,308.0,5544.0,SOREANG
CJR511,KALAPANUNGGAL,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR513,PASIRNANGKA,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR587,KPCINYEULAPDMT,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CRB746,KARANGMAKMUR,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB823,JLDRSUTOMO,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB757,KEMLANGGEDE,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
CRB781,GEMBONGANMEKAR,Area 2,R04_Jawa Barat,264.0,4752.0,CIREBON
CRB745,JLVILLAKRISTAL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB744,JLEVAKUASICRB,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB758,JLPEMUDACRB,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB741,BLOKKARANGANYAR,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
CRB813,JLDRWAHIDINCRB,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB812,DSKARANGWANGUN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB881,SURANENGGALALORDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB895,BLOKKULONDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB882,JLBANTARANGNGJATIDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB893,BABAKANLOSARI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB891,MULYASEJAHTERAIFT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB890,JLPNGRNSUTAJAYA,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
CRB889,JLTRSNCEREMAIRAYARBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB887,DSWARUDUWUR,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB885,DSTEGALGUBUGLORTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB521,PAKIRINGAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB774,KLAYAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB524,BBKGEBANG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB808,BLOKNANGKA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB520,KARYAMULYA,Area 2,R04_Jawa Barat,528.0,9504.0,CIREBON
CRB800,BLOKKAUM,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB780,DUSUNDUACRB,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB795,JLGARUDAMAS,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB789,KLAYANUTARA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB788,BLOKSIPATAT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB818,KELSUNYARAGI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB573,DUKUTENANG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB567,SUKAHATI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB571,JAMLANG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB569,BABAKANGEBANG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB700,KEDUNGBUNDER,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB568,SUMBERKIDUL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB900,JLKIHAJARDEWANTARATBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB016,PERTAMINAKLY,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB723,JLSURADINAYA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CJR482,BUMIMASCIANJUR,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CRB739,BATEMBATWERU,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
CRB563,PTINDOJAYA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB733,KOMPPRMNASGNG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB720,KALITANJUNG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB586,KPGRENJENG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB718,RUAPUTRICRB,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
CRB585,JLSUGATI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB581,KPKEMADU,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB701,PALIMANANTMR,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB868,SERANGWETAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB862,KPKECAPI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB846,JLPANGERANDRAJATDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB842,KOMPMEGAINDAH,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB871,KARANGDOGOLANSTP,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB824,DSBUYUNG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB924,JLDIPONEGORO36DMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB894,BLOKBENTENGTIMUR,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB936,BOKEDUNGDALEMGEGESIKTBG,Area 2,R04_Jawa Barat,220.0,3960.0,CIREBON
CRB930,HARJAMUKTISELATANDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB921,KALITANJUNGTIMURDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB575,SIDOMULYO,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB578,BLOKPAKUWON,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB576,DSNCUCUKUL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB565,BAKUNGLOR,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB703,KELPAKALONGAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB874,JLPINTEXUTARATBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB873,BLOKPEJATENKIDULTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB550,BLOKCIBINUANG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB671,LEMAHDUWUR,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB540,BLOKKAJEN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
SBR003,KANCIKULONASTANAJAPURATBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB642,KELKECAPI,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
CRB647,YAYASANPUICRB,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB633,MUNDUMASIGIT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
MJL804,LEUWIKIDANGKASOKANDELMJLLSP,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
SBR002,SIDARESMIPABEDILANTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB650,SEKARKEMUNING,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB635,WANACALA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB536,JLKALIJAGA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB535,BANJARWANGUN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB534,DSKALITENGAH,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB533,DSKALAYAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB543,PERJUANGAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB669,JENUN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB646,JLPEKIRINGAN,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
CRB976,DSGINTUNGRANJENGCIWARINGINPTL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND361,TOMBAGAMARGADADIDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB966,KPRAMINKEDUANANIBSMT1,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB937,BOKERTAWANGUNSEDONGTBG,Area 2,R04_Jawa Barat,264.0,4752.0,CIREBON
CRB526,CISAAT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB704,KELDRAJAT,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
CRB977,CURUGSUSUKANLEBAKCRBPTL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND374,JLLANGKOBLELEACIKEDUNGPTL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
MJL329,BLKSENINKODASARI-PTL,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
CJR440,DSPALASARI,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR449,DSBOJONGLARANG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR446,PASIRASTANA,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CRB965,DNSUMANJAYACIKANCAS-PTL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
MJL338,SINDANGHURIPBANTARUJEGTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
SBR004,KUBANGTALUNTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB984,KALIANYARPANGURAGANCRBDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB980,MEKARASIHDURAJAYAGREGEDPTL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB668,JLBUYUTRAYAGUMULUNG-PTL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB959,DSNTIGAMANDALACMIMT1,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB970,WANGUNAN-SEDONG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB957,RELOCKALIJAGAPERMAIBRT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB547,NANGGELAGEGEDTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB986,RELOCPEKALIPANEMA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB487,CIMALATI,Area 2,R04_Jawa Barat,660.0,11880.0,CIREBON
CRB654,KELJAGASATRU,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
SMD271,DSCIKERUH,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
CRB653,JLNKESAMBIRAYA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB325,KEJAKSAANCRB,Area 2,R04_Jawa Barat,920.0,16560.0,CIREBON
CRB516,JLSEKARSARI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB659,BLKSUCIMANA,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
CRB512,DESAPUTAT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB666,KPPALEBEN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB508,SIMAJAUTARA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB507,KATIYASA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB503,RAJAWALI2,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB658,DSNMESIGIT,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
CRB519,RELOCSTDBIMA,Area 2,R04_Jawa Barat,660.0,11880.0,CIREBON
CRB656,ARGASUNYA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB525,CANGKOAK,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB560,JLCANGKRING,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB559,PULOSAREN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB561,KRNGMANGU,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB611,DSHARJAMUKTI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB558,INSPEKSI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB515,WIRATAMA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB557,KESENDEN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB495,DSNWAGE,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB511,KPBUNGKO,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB510,CUPANG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB552,DSPEGAGANLOR,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB554,JUNJANGWETAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB634,DSNKILIYEM,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB631,KARANGDUWUR,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB629,DSTEGALGUBUK,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND254,KELLEMAHABANG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND247,CIKAPALIKM150,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
IND256,JASAWARO,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND261,BLOKDUAUJUNGGRS,Area 2,R04_Jawa Barat,264.0,4752.0,CIREBON
IND264,KELPAOMAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND230,SUMBERMULYA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND231,JLSUDARSO,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND267,DHARMAKUSUMA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND336,MANGANTIDEWIKERTICALAPTL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND232,JLMANDIRANCAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND205,DSLOYANG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND212,JLSUKAJADITONG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND204,BLOKKASAMARAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND259,DSSUKRA,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
IND397,BLKSUKAJAYASUKAMULYAINDPTL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND250,DSCIPACUH,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
IND305,JLKAPTENARYATBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND398,CEMARABLOKKARANGBEDAHANTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND396,KEBULENJATIBARANGINDSTP,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND399,KALENDEMANGTAMBAKINDTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND274,JLPAHLAWANIND,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND237,BLOKCIBERENG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND246,KELKEPANDEN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND392,BALONGAN TEGALSEMBADRA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND401,RELOCPARUTKIDUL,Area 2,R04_Jawa Barat,424.0,7632.0,INDRAMAYU
IND393,CIJATICIKAWUNGINDTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND395,TUTUPANSUKASARIARAHANDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND394,SUKADADIARAHANINDDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND400,KPCARIUSITURAJAGANTARTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND241,STDNTRIDAYAIND,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND276,DSNBUNDER,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
IND277,DSSIDADADI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND354,BOJENGKOKKERTASEMAYATBG,Area 2,R04_Jawa Barat,220.0,3960.0,CIREBON
IND314,JATISAWITLOR,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
IND339,DSLINGGAJATICMI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND347,BOWANASARIBANGODUATBG,Area 2,R04_Jawa Barat,220.0,3960.0,CIREBON
IND288,KEMBARIND,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND332,BLOKWOTBOGORDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND345,BLOKKESAMBIDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
GRT486,BPKADKIANSANTANGDMT,Area 2,R04_Jawa Barat,424.0,7632.0,GARUT
IND313,DSARAHANLORDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND312,DSPRANGGONGTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND268,BLOKKUNIR,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND275,PLZTELKOMIND,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND282,JLNYIRESIK,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND269,BOJONGSARIIND,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND223,BLOKLABOAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND215,DSWANAKAYAM,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND217,KELMARGADADI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND218,JLSINGALODRA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND211,AYANIJTBARANG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND323,BLOKKEBONBUAHDMTMW,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND224,DSLIMPAS,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND225,BLOKGUNUNGSARI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND221,DSUJUNGARIS,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND198,KARTANEGARAIND,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND325,DSRAJASINGADMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND320,DSKANANGATELUKTBGMW,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND321,BLOKBUYUTTAKIMDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND214,SUMURADEM,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND333,BLOKBABAKANJATIDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND222,RAJASINGA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND327,PILANGLEMPUYANG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND330,BLOKVETERANDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND362,KOMPPAPANSEJAHTERADMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
GRT446,KPCILANJUNGDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
