Site ID,Site Name,Area,Regional,Emin40 (kWh),Emax (kWh),Kota / Kabupaten
BDS781,BORAWABOGOCIWIDEYTBG,Area 2,R04_Jawa Barat,220.0,3960.0,SOREANG
BDG203,PUNCELING,Area 2,R04_Jawa Barat,920.0,16560.0,SOREANG
BDS290,KPKOPENG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
BDG507,TENJOLAYA,Area 2,R04_Jawa Barat,528.0,9504.0,SOREANG
BDG581,PASIRLUHUR,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
BDG611,RAWABOGO,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
SUB555,KPSUKASENANG,Area 2,R04_Jawa Barat,308.0,5544.0,SUBANG
TSK918,BOBOJONGSARICULAMEGATBG,Area 2,R04_Jawa Barat,220.0,3960.0,TASIKMALAYA
TSK508,DSCINTABODAS,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
KNG105,DARMAKNG,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG157,DSCIPASUNG,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
SUB685,KPSUKAJAYADAWUANTBG,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
BDS497,KPCILISUNG,Area 2,R04_Jawa Barat,308.0,5544.0,SOREANG
BDS153,JLMENGGERHILIR,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
BDS400,CIBADUYUTINDH,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
BDS129,ZIPURDYHKLT,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
EPI013,TSEL-EPI013-MTEL,Area 2,R04_Jawa Barat,88.0,1584.0,SOREANG
BDB006,KCCILANGARIGUNUNGHALUPTL,Area 2,R04_Jawa Barat,220.0,3960.0,SOREANG
BDK645,RELOCPASIRLEUTIK,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG
BDS014,KCSRIRAHAYUCIKANCUNGTBG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
BDB018,KCGUNUNGMASIGITCIPATATTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIANJUR
SMD398,KCSUKAHAYURANCAKALONGPTL,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
BDK637,RELOCJLCITARUM,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG
BDB028,KCCIKAHURIPANLEMBANGTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIANJUR
BDK647,RELOCTJASAARTHA,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG
BDK004,RELOCTMPRAMUKATBGEASYMACRO,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG
BDK902,JLBEKAMINCIKUTRACIBEUNYINGKDLTBG,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG
BDK003,RELOCMMPANORAMABMS,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG
BDK005,RELOCRAYALOGAMPTL,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG
CRB978,KADEMANGANDEPOKCRBCMI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB616,BLOKMUNDU,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON RAYA
CMS015,SUKANAGARALAKBOKCMSTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS013,RAKSABAYACIMARAGASCMSDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
CMS576,SITUMANDALARANCAHTBG,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
CMS567,CIGINTUNGMAPARAHPANJALUDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
CMS014,KAWASENBANJARSARICMSDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
BDB004,KCSARINAGENCIPONGKORCMI,Area 2,R04_Jawa Barat,424.0,7632.0,CIANJUR
CJR743,CARINGINCIJATICJRDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIANJUR
CJR751,PASIRBARUPAGELARANTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIANJUR
CJR755,TELKOMSEL-CJR755-STP,Area 2,R04_Jawa Barat,424.0,7632.0,CIANJUR
CJR745,KERTARAHARJAPAGELARANDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIANJUR
BDB003,KCSADANGMEKARCISARUACMI,Area 2,R04_Jawa Barat,424.0,7632.0,CIANJUR
CJR766,KCCIKONDANGCIBEBERSTP,Area 2,R04_Jawa Barat,424.0,7632.0,CIANJUR
CJR761,KCJAMALIMANDEPTL,Area 2,R04_Jawa Barat,424.0,7632.0,CIANJUR
COD130,CMBSINDANGJAWACIBINGBIN2,Area 2,R04_Jawa Barat,264.0,4752.0,CIREBON
IND155,KEDUNGDAWA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
GRT574,PADAHURIP-BANJARWANGI,Area 2,R04_Jawa Barat,424.0,7632.0,GARUT
GRT605,SADANGSUCINARAJATBG,Area 2,R04_Jawa Barat,424.0,7632.0,GARUT
GRT599,SUKANEGLAGARUTDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
GRT606,MEKARSARICIBALONGPTL,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
GRT033,PURBAYANICARINGINPST,Area 2,R04_Jawa Barat,424.0,7632.0,GARUT
GRT607,WANGUNJAYABANJARWANGIDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
GRT608,SUKAMULYATALEGONGDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
GRT598,NANGGERANGCIMUNCANGGRTCMI,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
GRT002,RELOCDSPAMALAYANTBG,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
GRT035,RELOCKPSAWAHLEGATBG,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
SMD087,DAYEUHLUHUR,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
SMD081,SBLSAPRILKM7,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
CRB677,GEDANGKULON,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
BDG856,BABAKANSYG,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
CRB779,BLOKCISENG,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
KNG246,GRIYACILIMUSINDAHTBG,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG269,KARANGKANCANA-MARGACINA,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG266,TAMBAKBAYAGARAWANGI,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG277,BLKCAGEURDARMAKNGPTL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
KNG028,SINDANGSUKALURAGUNGPTL,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG024,CITANGTUKUNINGANTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
KNG127,DSBANDORASA,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG131,KALAPAGNG,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG130,BLOKKLIWON,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG209,LANGSEB,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG217,DESACIHIRUP,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG217,DESACIHIRUP,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG217,DESACIHIRUP,Area 2,R04_Jawa Barat,88.0,1584.0,KUNINGAN
KNG217,DESACIHIRUP,Area 2,R04_Jawa Barat,88.0,1584.0,KUNINGAN
KNG076,CIPASUNGKNG,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG064,DUKUHBADAG,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
BDB014,KPCITIRUPADASUKADMT,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
BDS842,RELOCSUKAWANGISRGTBG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR461,KPCIPETIR,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR428,KPPASIRWARU,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR564,HAURWANGI,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR451,KPBUNIAYU,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
SUB664,BLOKSAWAHBEDAHANDMT,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB617,RAYATAMBAKANTBGMW,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB430,KPKUMPAI,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB091,CURUGRENDENG,Area 2,R04_Jawa Barat,528.0,9504.0,SUBANG
TSK661,DSKARANGPESIK,Area 2,R04_Jawa Barat,308.0,5544.0,TASIKMALAYA
KNG115,DUKUHDALAM,Area 2,R04_Jawa Barat,528.0,9504.0,KUNINGAN
IND252,TELKOMJTBARANG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND328,KELBULAKLORDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
SMD231,WADUKJATIGEDE,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
SMD148,JATIGEDE,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
SMD238,KPCIBOBOKO,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
IND278,BLOKKARANGBARU,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
BDS031,DSNMANDALANGGU,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
BDS516,DSNCIPENDEUY,Area 2,R04_Jawa Barat,308.0,5544.0,SUMEDANG
BDS475,CIPASIRRANCAEKEK,Area 2,R04_Jawa Barat,308.0,5544.0,SUMEDANG
CMS469,BOMULYASARIJATINAGARADMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS225,JLPASIRBUNGUR,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS226,BAYASARI,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
SMD242,CIKERUHJATINANGORDMT,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
COD133,DMT_TSEL_SUB703,Area 2,R04_Jawa Barat,308.0,5544.0,SUBANG
COD133,TERUNGTUMPATIMBAN,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB479,RASAKIDUL,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
MJL300,RANDENGANWETANJATIJUJUHDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
MJL278,BLOKDANASARIDMT,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
MJL284,LOJIJATIWANGIDMT,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
MJL325,CIBENTARARJATIWANGITBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
MJL321,JLAROHMAHBIYAWAK,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
MJL140,BLOKPANDE,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
MJL134,KRNGBATUBENTANG,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
MJL266,BLOKSABTUDMT,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
MJL113,BURUJULWTN,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
TSK511,CINUNJANG,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK677,PASIRGUMAWANG,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
IND316,JUNTIWEDEN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
TSK783,KPGENTONG,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK498,CIBAHAYU,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK442,KPCIPURUT,Area 2,R04_Jawa Barat,528.0,9504.0,TASIKMALAYA
TSK039,CIJOTANGDIRGAHAYUDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
MJL235,JLRAYACIDERES,Area 2,R04_Jawa Barat,308.0,5544.0,KUNINGAN
KNG125,BLOKPAMONYETAN,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
GRT408,KPMEKARSARI,Area 2,R04_Jawa Barat,308.0,5544.0,GARUT
GRT367,BYPASSCICALENGKA,Area 2,R04_Jawa Barat,424.0,7632.0,GARUT
GRT347,KELTALAGASARI,Area 2,R04_Jawa Barat,424.0,7632.0,GARUT
GRT306,KELMANDALASARI,Area 2,R04_Jawa Barat,424.0,7632.0,GARUT
SUB724,LEGOKJAMBUJALUPANGTBG,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG
SUB675,DSKALIANGSANASTP,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB586,BBKNKALIJATIBRT,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
CRB876,DSPRAJAWINANGUNCMI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB938,BOWARGABINANGUNKALIWEDITBG,Area 2,R04_Jawa Barat,220.0,3960.0,CIREBON
CRB483,KALIWEDI,Area 2,R04_Jawa Barat,660.0,11880.0,CIREBON
IND262,BLOKKEBON,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND201,KEMPED,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND203,BLOKCILED,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND200,TAMBAKWATU,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND331,DSKERTAWINANGUNDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND319,DSPAREANGIRANGDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND326,BLOKPENGODENGANDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND162,PAREANGIRAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB974,RELOCBLOKSERUTPTL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND208,DSPRINGGACALA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND253,KARANGAMPELKDL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND173,GGGAJAHMADA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB549,TGLGUBUG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND260,KAPLONGANLOR,Area 2,R04_Jawa Barat,264.0,4752.0,CIREBON
IND290,MUNDUKRNGAMPEL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND299,PRINGGACALAKRNGAMPEL,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND195,DSMUNDU,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND329,SMPANGTIGAKRNGAMPELDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
KNG108,SUKAGALIHKNG,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
TSK867,KPCIGARUDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK857,KPRAHAYUTSK,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
CJR444,KPGELEMBUNG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR467,DSCIBURIAL,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR452,KPNANGGALA,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
GRT292,DSCINTAMANIK,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
CJR736,MALEBERKARANGTENGAHCMSTBG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CRB551,KARANGWARENG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB931,BLOKLANGENSARIDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
TSK448,KARSAMENAK,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
CMS471,DSTALAGASARIDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS481,DSNHAYAWANGDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS473,DSNNANGELADMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS475,DSNINDRAYASADMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS413,KPWENINGSARIDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
TSK811,GUNUNGTANDALAKIN,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK940,KELKARANGANYARTSKDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK755,RAYAKRNUNGGAL,Area 2,R04_Jawa Barat,308.0,5544.0,TASIKMALAYA
TSK626,CILAMAJANG,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK560,KARASAKMENAK,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
CRB776,CIDENGINDAH,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB801,DSKEDUNGJAYA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB702,JLPEMBANGUNAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB864,CIDENGSELATAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB681,KEDAWUNG,Area 2,R04_Jawa Barat,220.0,3960.0,CIREBON
CRB872,JLSYEHPANGERANPANJITBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB517,JLTUPAREV,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB612,PILANGSARI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND257,JLRYKAPLONGAN,Area 2,R04_Jawa Barat,264.0,4752.0,CIREBON
IND235,CANGKINGAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND219,DSKEDOKANAGUNG,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
IND318,KAPLONGANKIDULTBGMW,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
MJL315,CIPALIKM156DMT,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
CRB886,BLOKPENGAMPONDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB897,JLNYIMASENDANGTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
SMD131,CIKURUBUKSMD,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
SMD188,KPNYALINDUNG,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
SMD168,DSNCIBENDA,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
SMD228,DSNCIKOLE,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
SMD349,DSNWARUNGTOGEDMTMW,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
SMD391,BABAKANASEMCONGGEANGTBG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
SMD394,KCTANJUNGMEDARTANJUNGMEDARGMT,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
SMD386,CIMACANPAMEKARANSMDTBG,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
SMD390,DSNKIRISIKPAJAGANIGIHONMT1,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
SMD399,KCWARGALUYUTANJUNGMEDARTBG,Area 2,R04_Jawa Barat,424.0,7632.0,SUMEDANG
KNG133,DSCIKASO,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
IND348,BOPURWAJAYAKRANGKENGTBG,Area 2,R04_Jawa Barat,220.0,3960.0,CIREBON
IND349,BOKEDUNGWUNGUKRANGKENGTBG,Area 2,R04_Jawa Barat,264.0,4752.0,CIREBON
IND317,BLOKLURAHDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND151,PRAJALINTANG,Area 2,R04_Jawa Barat,528.0,9504.0,CIREBON
BJR062,KWSNMARGASARI,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
BJR054,SUKAHURIPBNJR,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
BJR049,SINDANGGALIH,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
BJR082,JLCIJUREYKUJANGSARIPTLMT1,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
KNG119,LURAGUNG,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG112,DSPAGUNDAN,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
KNG218,DSMANGGARIDMT,Area 2,R04_Jawa Barat,424.0,7632.0,KUNINGAN
SUB655,BOPANGARENGANLEGONKULONTBG,Area 2,R04_Jawa Barat,220.0,3960.0,SUBANG
SUB714,KRAJANLEGONWETANDMT,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG
IND322,NUNUKLELEA,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
GRT250,KPTAMBAKRY,Area 2,R04_Jawa Barat,424.0,7632.0,GARUT
GRT173,MARGALUYUGRT,Area 2,R04_Jawa Barat,264.0,4752.0,GARUT
GRT173,MARGALUYUGRT,Area 2,R04_Jawa Barat,264.0,4752.0,GARUT
GRT173,TSEL_GRT173_EMMARGALUYU,Area 2,R04_Jawa Barat,88.0,1584.0,GARUT
GRT173,TSEL_GRT173_EMMARGALUYU,Area 2,R04_Jawa Barat,88.0,1584.0,GARUT
CJR727,WALAHIRLELESCJRDMT,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CJR618,PUNCAKWANGILELESCJRDMT,Area 2,R04_Jawa Barat,424.0,7632.0,SOREANG
CRB826,PGSINDANGLAUT,Area 2,R04_Jawa Barat,308.0,5544.0,CIREBON
CRB628,CIPEUJEUHKULON,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
GRT450,KPSINDANGSARIGRTMW,Area 2,R04_Jawa Barat,308.0,5544.0,GARUT
GRT448,SITUCANGKUANGMW,Area 2,R04_Jawa Barat,424.0,7632.0,GARUT
GRT299,BLOKKANDURUAN,Area 2,R04_Jawa Barat,424.0,7632.0,GARUT
GRT317,KPPASIRWAAS,Area 2,R04_Jawa Barat,424.0,7632.0,GARUT
GRT211,CIBURIAL,Area 2,R04_Jawa Barat,424.0,7632.0,GARUT
CRB785,KPPEJATEN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB814,KEJAWANAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB680,GASIDOLA,Area 2,R04_Jawa Barat,220.0,3960.0,CIREBON
CRB651,KELPANJUNAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB972,RELOCPELABUHANCRBTBG,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB655,KPKRIYANTIMUR,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB737,KERATONCIREBON,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
BDG148,BLOKARENG,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
BDG916,PNORAMALMBNG,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
BDB097,BLOKSINDANGWANGI,Area 2,R04_Jawa Barat,308.0,5544.0,SUBANG
BDB254,KPSUKARASADMTMW,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
BDB280,KPCIPUTRIDMT,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
BDB086,HAURPUNGKUR,Area 2,R04_Jawa Barat,308.0,5544.0,SUBANG
BDB082,DSCIKAHURIPAN,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
BDG347,PAMECALAN,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
BDB079,ARENGHILIR,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
BDB069,CIKAREUMBI,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
BDB239,GRANDHOTELLMBNGTBG,Area 2,R04_Jawa Barat,308.0,5544.0,SUBANG
BDB073,POJOKGIRANG,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
BDK970,MELONGKIDUL,Area 2,R04_Jawa Barat,308.0,5544.0,BANDUNG TIMUR
TSK833,KPNANGGARAKJATIDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK882,KPCIKELENGDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
TSK803,KPCITEREWES,Area 2,R04_Jawa Barat,308.0,5544.0,TASIKMALAYA
TSK854,KPKALIEUNGDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
MJL259,DSLEUWIKUJANG,Area 2,R04_Jawa Barat,308.0,5544.0,KUNINGAN
SUB043,GUNUNGSARIPAGADENDMT,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB038,KEDIRIBINONGTBG,Area 2,R04_Jawa Barat,424.0,7632.0,BANDUNG
SUB040,JATICIPUNAGARAPTL,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB508,DSLANGUNSARI,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB520,TANJUNGKRAJAN,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB527,CIATER2,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB523,SUKAMULYASUB,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB521,WANAKERTASUB,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB562,DSNMARGAHAYUTMR,Area 2,R04_Jawa Barat,308.0,5544.0,SUBANG
SUB580,DSCIASEMBARUDMT,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB613,KPBATOKDMT,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB607,DSNTEGALTANGKILTBG,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB656,BODUKUHCIASEMTBG,Area 2,R04_Jawa Barat,264.0,4752.0,SUBANG
SUB649,DSNSIMPARTBGMW,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
IND272,DSPAMAYAHAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
SUB683,KPSITURAJACINANGSIDMTMT1,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
SUB668,DSCIBITUNGCIATERTBG,Area 2,R04_Jawa Barat,424.0,7632.0,SUBANG
IND202,DSMUNTUR,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND388,PANGKALANLOSARANGINDDMT,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND167,TEGALTAMAN,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
IND130,CEMARA,Area 2,R04_Jawa Barat,660.0,11880.0,CIREBON
CRB796,KELPANGGANGSARI,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CRB528,KALIRAHAYU,Area 2,R04_Jawa Barat,424.0,7632.0,CIREBON
CMS288,KARANGPANINGGAL,Area 2,R04_Jawa Barat,424.0,7632.0,CIAMIS
CMS574,BANTARSARIAWILUARDMT,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
CMS536,DSNCIKUPALUMBUNG-TBG,Area 2,R04_Jawa Barat,424.0,7632.0,TASIKMALAYA
