Site ID,Site Name,Month,Site Tipe,Daya Master,KWH,RRC Average,User Active Average,Payload,Cost,Total Down,Total RRU
BDS022,KCSINDANGLAYACIMENYANTBG,Maret,TP Postpaid,10600,1502,356,37,17375,2300075,0,5
CRB529,PABUARANKIDUL,Maret,TP Postpaid,10600,1862,484,40,31596,2906077,18,6
CJR546,KOTABUNGAPCK,Maret,TP Postpaid,7700,1716,332,47,13928,2728176,0,9
BDS876,MARGAMULYAPASIRJAMBUECO,Maret,TP Postpaid,10600,1691,499,53,33558,2589965,200,3
BDS871,SUDIIBUNTBG,Maret,TP Postpaid,10600,1315,394,33,12101,2014242,0,5
SUB410,SNGAIKTOKDMT,Maret,TP Postpaid,10600,1597,385,61,12171,2422409,481,6
BDS552,CIJERUKBDG,Maret,TP Postpaid,10600,2278,554,73,32431,3488489,423,10
BDS254,TRSNCIKEURUH,Maret,TP Postpaid,10600,1431,245,19,15087,2192418,0,6
TSK613,PASIRANGINTSK,Maret,TP Postpaid,10600,2317,541,62,30934,3682297,0,10
KNG099,KERAMATMULYA,Maret,TP Postpaid,6600,1390,204,14,10380,2209169,0,9
GRT319,CIBUNAR,Maret,TP Postpaid,10600,2007,443,37,24667,3102386,249,7
TSK809,KPCIKATUNCARDMT,Maret,TP Postpaid,10600,1941,848,91,43674,3084786,0,10
CJR514,PAMOYANAN,Maret,TP Postpaid,10600,1648,123,12,6952,2618157,5080,6
BDK533,KEBONTERONG,Maret,TP Postpaid,7700,1708,904,67,35146,1991528,0,11
BDK539,MANGLAYANG,Maret,TP Postpaid,10600,2022,535,42,33153,3097603,0,9
CJR730,GUNUNGGEULISKARYABAKTITBG,Maret,TP Postpaid,10600,1610,248,41,11731,2559200,5854,7
CMS266,CIMAPAG,Maret,TP Postpaid,10600,2577,627,82,32154,4096753,150,7
BDG558,CIPARAYBDG,Maret,TP Postpaid,10600,2742,1049,83,46027,4200075,0,9
MJL219,WANGKELANG,Maret,TP Postpaid,10600,2049,397,31,19209,3256432,29,7
BDG778,Ciapus,Maret,TP Postpaid,10600,2221,451,47,25333,3400725,0,7
BDG788,WANGNJAYABDG,Maret,TP Postpaid,10600,1603,220,32,14385,2479046,0,6
BDS582,KPTARAJU,Maret,TP Postpaid,10600,2003,512,44,29971,3067757,74,10
CJR438,KPLEMAHDUHUR,Maret,TP Postpaid,10600,1802,173,18,10767,2864145,93,11
CJR475,KPSITUHAPA,Maret,TP Postpaid,10600,1306,140,11,7849,2074423,0,7
BJR011,SUKARAMEBJR,Maret,TP Postpaid,10600,2766,593,40,31331,4395978,0,9
BDG453,CIPANASBDG,Maret,TP Postpaid,10600,1804,247,19,17061,2789541,61,6
CRB982,KARANGANYARCIKEUSALTBG,Maret,TP Postpaid,10600,1866,340,31,21630,2911850,0,6
BDG848,BUNIJAYA,Maret,TP Postpaid,6600,1837,156,17,8992,2839642,773,8
CMI123,PUSDIKPOM,Maret,TP Postpaid,10600,1866,665,69,31392,3779893,0,7
BDG492,CIKUNDUL,Maret,TP Postpaid,10600,2180,412,30,24229,3339393,0,8
CMI118,PERUMKOTAMAS,Maret,TP Postpaid,10600,1885,437,30,27682,2996698,105,9
BDS392,JALAKHARUPAT,Maret,TP Postpaid,10600,2235,1163,132,26506,3423635,0,8
BDB068,KPNEGLASARI,Maret,TP Postpaid,10600,1469,185,16,13006,2270143,78,6
CMI167,UBUGCIMAHI,Maret,TP Postpaid,10600,2070,866,63,36281,4474718,0,9
BDS329,KOPOPERMAI,Maret,TP Postpaid,7700,1320,360,28,15697,2021424,265,6
BDG496,SALUYUSLTN,Maret,TP Postpaid,10600,936,634,39,25510,1433373,70,7
CMI126,CITOPENG,Maret,TP Postpaid,10600,2326,707,66,43274,3697092,0,9
SUB048,RELOCKPGCIINTANGTBG,Maret,TP Postpaid,10600,26121,337,27,20531,2778521,0,6
CMI153,MELONGINDAH,Maret,TP Postpaid,10600,2322,527,49,32060,4527389,0,9
SUB493,CIPUNAGARA,Maret,TP Postpaid,10600,1581,366,28,20086,2512319,110,9
SUB679,BOCAPOLAGATBG,Maret,TP Postpaid,6600,1927,383,42,21896,3062331,74,7
SUB387,ANGKOLO,Maret,TP Postpaid,10600,1819,205,23,16708,2890796,0,6
SUB663,SERANGPANJANGTBG,Maret,TP Postpaid,10600,39244,762,71,49257,3647383,0,8
SUB707,KPTANJUNGJAYAGANDASARITBG,Maret,TP Postpaid,10600,1813,519,58,22080,5421713,0,7
SUB705,E_SUB705_DSNTURITANJUNGSARITIMUR-DMT,Maret,TP Postpaid,10600,2437,375,48,17030,3872585,0,7
SUB686,KPCIKUPACIRANGKONGTBG,Maret,TP Postpaid,10600,1910,540,51,32984,3035410,973,7
SUB690,KPPANYINGKIRANTBG,Maret,TP Postpaid,10600,2212,539,42,33364,3515164,0,7
SUB688,KPCIHUNIJAMBELAERTBG,Maret,TP Postpaid,10600,2130,342,57,31130,3385075,0,7
BDG863,SUKABIRUS,Maret,TP Postpaid,10600,1915,638,68,35982,2932597,0,9
SUB699,PONGGANGSERANGPANJANGSTP,Maret,TP Postpaid,10600,1873,176,28,12584,2975181,0,7
SUB702,KPSLAWICIPANCAR-TBG,Maret,TP Postpaid,10600,1998,362,51,25060,3175352,0,6
SUB381,BANGGALA,Maret,TP Postpaid,10600,1438,145,17,11020,2285831,123,6
BDS602,KPCIGEMBAR,Maret,TP Postpaid,10600,2112,841,77,43805,3234631,0,8
BDS469,TRSNKOPO,Maret,TP Postpaid,10600,2061,641,52,30839,3155045,0,9
BDS352,KPCIBEDUGGIRANG,Maret,TP Postpaid,10600,2016,553,49,32407,3087266,0,7
CMI175,KPANGGARAJA,Maret,TP Postpaid,10600,2224,789,74,40885,3534346,0,10
BDS580,KPBBKNCEMPAKA,Maret,TP Postpaid,10600,2045,581,56,40525,3130482,0,10
BDG223,BANJARAN,Maret,TP Postpaid,10600,1873,920,92,34270,2868019,0,9
BDS354,JLSUKAPURABDG,Maret,TP Postpaid,10600,2608,872,86,25548,3994931,0,12
BDS494,KPCINAGREG,Maret,TP Postpaid,7700,1527,500,107,17747,2337838,0,9
BDG841,KPGUNUNGAN,Maret,TP Postpaid,6600,1918,253,32,14059,2964977,0,6
CMI157,CIDAMAR,Maret,TP Postpaid,13200,2174,667,64,27383,3455396,0,9
BDB027,KPKIARATENGAH,Maret,TP Postpaid,10600,1367,283,40,13008,2112777,0,5
BDB032,CADASRONGGA,Maret,TP Postpaid,10600,2203,272,38,16486,3406420,426,9
BDG806,KPCIPAYUNG,Maret,TP Postpaid,10600,1307,114,16,7175,2020306,0,5
SUB489,KALIJATIBARAT,Maret,TP Postpaid,10600,2351,806,84,51886,3735471,50,9
BDB025,KPCIBONTENG,Maret,TP Postpaid,10600,2088,411,29,17711,3227908,0,7
BDS584,KOMPMEKARSARIENDAH,Maret,TP Postpaid,10600,1978,687,53,37723,3028400,0,9
BDS586,RANCACATANG,Maret,TP Postpaid,7700,2069,598,57,17654,3169700,0,10
BDS589,CISANGKUYDYHKOLOT,Maret,TP Postpaid,7700,1481,493,36,30538,2267502,0,9
BDB002,DSTAMANJAYA,Maret,TP Postpaid,10600,1429,162,17,8641,2208186,0,6
BDS044,BBKNTAMAN,Maret,TP Postpaid,7700,1419,406,28,18521,2173031,0,8
CMI145,BUKITINDAH,Maret,TP Postpaid,10600,2005,644,51,35487,3186763,0,10
BDS067,BLOKCIAMPEL,Maret,TP Postpaid,10600,2323,825,69,46243,3592136,0,7
BDG996,KRTAMUKTICPT,Maret,TP Postpaid,10600,2759,655,89,33094,4263891,59,9
BDB071,JLCICAPAR,Maret,TP Postpaid,10600,1916,294,27,20756,2960959,0,6
BDB081,CIKUDACAMPAKA,Maret,TP Postpaid,10600,2243,431,32,23403,3466831,158,7
BDB087,KARANGMULYACTTH,Maret,TP Postpaid,10600,2178,449,41,25031,3367651,0,6
BDG179,RENGASCONDONG,Maret,TP Postpaid,10600,1820,764,60,38268,2787881,47,9
CMI168,CIPAGERANASRI,Maret,TP Postpaid,10600,1518,280,27,17121,2412312,0,5
BDG830,BABAKANASRI,Maret,TP Postpaid,10600,1549,304,19,19207,2372371,0,6
CMI144,JLKERKOF,Maret,TP Postpaid,10600,2514,839,83,44505,3995206,0,12
CMI130,PERMANACITEUREUP,Maret,TP Postpaid,10600,2013,603,62,33896,3198967,0,10
BDS386,BBKNSUKAMULYA,Maret,TP Postpaid,10600,1894,598,42,29118,3009809,0,9
CMI131,KOMPPONDOKMAS,Maret,TP Postpaid,10600,1573,475,32,26115,3314665,0,5
BDS340,PERMATAKOPO,Maret,TP Postpaid,10600,1776,521,39,25169,2719734,0,6
CMI229,JLPESANTREN188KINMW,Maret,TP Postpaid,10600,2245,1067,78,48186,3567925,0,11
BDS499,JLKOPOSAYATI347,Maret,TP Postpaid,10600,1964,528,50,24606,3007512,0,9
BDS009,DSBOJONGSARIBDG,Maret,TP Postpaid,10600,2164,572,71,22478,3314355,0,9
CMI192,JLSANGKURIANG,Maret,TP Postpaid,10600,1872,832,65,37650,2974004,0,7
BDS692,GANSOLICIKAMBUYTBG,Maret,TP Postpaid,10600,2203,608,47,35315,3374477,0,7
CMI173,JLCITEUREUP,Maret,TP Postpaid,10600,66097,729,113,38016,3373808,0,11
BDB036,KOMPSANGKURIANG,Maret,TP Postpaid,7700,1509,481,42,25049,2398057,0,5
BDS041,KPSEKEANDUR,Maret,TP Postpaid,10600,1585,374,28,19751,2473349,0,6
BDB084,CIHAMPELASCILILIN,Maret,TP Postpaid,10600,2282,644,57,37647,3527195,0,9
BDS671,SINDANGMEKARDMT,Maret,TP Postpaid,10600,2154,635,50,36538,3298061,0,12
BDS674,KPMANGGAHANG,Maret,TP Postpaid,10600,2493,748,61,43886,3817260,0,8
BDS447,CIGONDEWAHHILIR,Maret,TP Postpaid,6600,1749,394,31,27700,3554573,0,9
BDS350,CITAMIANGKIDUL,Maret,TP Postpaid,7700,1858,883,68,47014,2898993,70,9
BDS676,KPLEUWIKURAY,Maret,TP Postpaid,10600,1752,491,40,29499,2683931,0,10
BDG741,KPCILOKOTOT,Maret,TP Postpaid,10600,1897,386,41,23728,2959142,0,9
BDK564,TOLPADALEUNYIKM138,Maret,TP Postpaid,10600,1955,374,45,14855,2993852,0,7
BDS413,ADIPATIAGUNGDLM,Maret,TP Postpaid,10600,1858,705,82,22695,2845323,0,10
BDG747,MALAKASARI,Maret,TP Postpaid,10600,2502,842,93,50168,3832023,76,9
BDS313,KPGANDASOLI,Maret,TP Postpaid,10600,2476,784,87,43360,3791946,0,9
BDG734,CANGKUANGKLN,Maret,TP Postpaid,10600,2424,809,83,45185,3711381,0,6
BDG713,SAGULING,Maret,TP Postpaid,10600,13530,400,54,22322,3915152,0,7
BDS114,DSCIWARUGA,Maret,TP Postpaid,10600,1429,362,25,16791,2209207,0,6
BDG696,TEGALKAWUNG,Maret,TP Postpaid,10600,1762,509,43,27210,2800260,0,9
BDS113,KPCISARANTA,Maret,TP Postpaid,10600,2143,347,26,18486,3281782,0,6
BDG689,KPRONGGA,Maret,TP Postpaid,10600,2455,457,60,28904,3795814,0,6
BDG701,NEGLASARIBDG,Maret,TP Postpaid,10600,2362,301,49,20546,3650583,0,8
BDB146,LAKSANAMEKAR,Maret,TP Postpaid,10600,2278,458,40,31202,3521290,409,6
BDG792,CIBURUY,Maret,TP Postpaid,10600,1525,276,39,20222,2356585,0,9
BDB135,JLMAROKO,Maret,TP Postpaid,10600,2425,279,44,24839,3748944,0,7
BDB137,KPCIBENDA,Maret,TP Postpaid,10600,1538,238,20,13268,2376311,651,6
BDB141,KPCIHURANG,Maret,TP Postpaid,10600,1857,299,27,22277,2871763,0,6
CMI039,UTAMACIMAHI,Maret,TP Postpaid,10600,2022,869,72,28053,3213015,0,7
BDB147,KPTEGALEGA,Maret,TP Postpaid,10600,1760,220,26,15837,2721587,0,6
BDB148,PASIRPANJANG,Maret,TP Postpaid,10600,1590,226,24,17341,2457312,0,5
CMI107,BMCITEUREUP,Maret,TP Postpaid,23000,2289,832,86,46656,3636656,0,11
BDB144,PASIRTEUREUP,Maret,TP Postpaid,10600,2009,252,28,18927,3105539,210,6
BDG509,GAMBUNG,Maret,TP Postpaid,10600,2059,497,58,27793,3153360,0,7
BDG601,DSCELAK,Maret,TP Postpaid,10600,1589,229,23,16836,2456415,0,6
BDB237,CIPADANGMANAHDMT,Maret,TP Postpaid,10600,1864,533,48,37504,2880807,0,10
BDS428,BUMIASRI,Maret,TP Postpaid,10600,1658,374,34,23136,2539032,0,9
BDG576,DSCITALEM,Maret,TP Postpaid,10600,2011,354,38,22539,3109373,0,6
CMI041,KLMASTURICMH,Maret,TP Postpaid,10600,1711,687,59,30979,2719992,105,10
CMI040,MINTAREJA,Maret,TP Postpaid,10600,1968,473,35,25617,3126549,0,9
SUB597,DSCIKUJANGDMT,Maret,TP Postpaid,10600,1618,447,43,28934,2572279,74,10
SUB602,KPSUKAHURIPDMT,Maret,TP Postpaid,10600,2434,549,73,37738,3867483,0,10
SUB603,DSTANJUNGRASATBG,Maret,TP Postpaid,10600,2220,545,46,35553,3526861,91,7
SUB616,KPSABONGDMT,Maret,TP Postpaid,10600,1808,443,32,25151,2873967,0,11
SUB618,DSTANJUNGWANGITBG,Maret,TP Postpaid,10600,1471,559,45,30395,2336620,0,10
SUB619,KPPANARUBANKIN,Maret,TP Postpaid,10600,1829,505,33,24169,2907593,74,10
SUB604,KPHAMERANGCMI,Maret,TP Postpaid,10600,2222,549,45,36394,3531803,0,7
BDB092,MANDALABUKIT,Maret,TP Postpaid,10600,2144,510,45,30237,3314644,0,7
BDB139,CILAMEINDAH,Maret,TP Postpaid,10600,1550,287,27,19616,2396143,0,5
BDB134,KPBBKNCIMAREME,Maret,TP Postpaid,10600,2275,583,41,26530,3516962,44,5
SUB592,DSNRAWAMENENGDMT,Maret,TP Postpaid,10600,1940,698,47,33401,3082815,619,10
SUB534,DSCIBERES,Maret,TP Postpaid,10600,1797,379,23,21857,2856168,91,6
BDS257,KREASINDO,Maret,TP Postpaid,10600,1539,657,63,28410,2402295,0,9
BDS322,JLADIYAKSARAYA,Maret,TP Postpaid,10600,1760,684,62,39825,2695263,353,8
BDS264,JLAHMADIUTARA,Maret,TP Postpaid,10600,1894,440,22,16188,2955038,0,6
BDG789,RNCSENGGANG,Maret,TP Postpaid,6600,2217,240,34,14809,3427582,0,7
BDS226,KPCIGEMPOL,Maret,TP Postpaid,10600,1725,836,77,22987,2691477,0,10
BDB045,CISEUPAN,Maret,TP Postpaid,10600,1854,427,36,27503,2866694,0,6
BDB048,DSSIRNAJAYA,Maret,TP Postpaid,10600,1411,72,6,4692,2182247,78,6
BDB076,PAJAGALAN,Maret,TP Postpaid,10600,1435,323,36,19744,2219161,409,5
BDG854,CIGANITRIMKT,Maret,TP Postpaid,10600,2115,735,70,42642,3299984,95,9
BDG346,JLANGGADIREJA,Maret,TP Postpaid,10600,1792,391,35,26312,2744528,0,9
BDG343,SUKAMUKTIBDG,Maret,TP Postpaid,10600,2166,547,49,33838,3315825,0,7
BDS418,GANDASARI,Maret,TP Postpaid,10600,1670,332,29,18433,2557316,0,9
BDB213,JLSELAKOPI,Maret,TP Postpaid,10600,1315,350,32,20123,2032766,0,8
BDS209,MARGASIHPERMAI,Maret,TP Postpaid,10600,1551,430,30,22708,3992207,0,7
BDG278,PASIRANGIN,Maret,TP Postpaid,10600,2451,688,78,41544,3788935,0,6
BDS270,JLJAKSANARANATA,Maret,TP Postpaid,10600,2326,973,70,32195,3562424,0,8
CJR752,WANGUNSARINARINGGULTBG,Maret,TP Postpaid,10600,1490,322,80,11749,2367768,3605,6
BDS021,KCLEBAKWANGIARJASARITBG,Maret,TP Postpaid,10600,1940,420,36,26253,2970836,0,6
BDS002,KCKOPOKUTAWARINGINPTL,Maret,TP Postpaid,10600,1980,851,67,23995,3031340,0,5
BDS029,PANYOCOKANCIWIDEYGHN,Maret,TP Postpaid,10600,2148,478,41,30040,3289301,119,7
BDS731,KOMPLEKBUDPSAYATIDMT,Maret,TP Postpaid,10600,1856,526,33,30002,2895560,70,6
CJR744,MEKARLAKSANACIKADUDMT,Maret,TP Postpaid,10600,1424,326,52,15120,2263995,5189,6
CJR754,TANJUNGSARIAGRABINTATBG,Maret,TP Postpaid,10600,1678,196,28,11314,2666214,6054,6
CJR753,SINDANGKERTAPAGELARANTBG,Maret,TP Postpaid,10600,1597,465,52,24206,2538366,0,11
CJR740,PUNCAKBARUCIDAUNCJRTBG,Maret,TP Postpaid,10600,2342,838,93,26513,3720914,3516,7
BDS867,BABAKANCIANJURCIMAUNGTBG,Maret,TP Postpaid,10600,1695,273,30,16735,2595739,0,4
CJR748,MEKARWANGICIKADUDMT,Maret,TP Postpaid,10600,2372,500,81,31886,3769591,1140,7
CMI255,JLLESTARIPADASUKATBG,Maret,TP Postpaid,10600,1804,340,27,21314,2867578,0,6
CJR747,CILONGSONGTANGGEUNGDMT,Maret,TP Postpaid,10600,1448,277,33,17949,2301262,0,3
BDG055,BOJONGSOANG,Maret,TP Postpaid,10600,2571,745,69,43912,3938684,143,9
BDS162,KELPASAWAHAN,Maret,TP Postpaid,7700,2165,633,51,18625,3315443,0,9
BDB291,DSMEKARMUKTIDMT,Maret,TP Postpaid,10600,1911,346,33,24483,2954342,0,6
BDS169,KPCIHARUMAN,Maret,TP Postpaid,10600,1808,396,41,22613,2795198,0,6
BDS205,BOJONGSEUREH,Maret,TP Postpaid,7700,1845,576,59,30937,2825400,0,6
BDB288,KPSIMPANGGNGHALUTBG,Maret,TP Postpaid,10600,1432,265,21,16744,2213658,773,5
BDS189,DSSAYATI,Maret,TP Postpaid,10600,2044,582,45,34906,3129134,70,8
BDS001,KCBUMIWANGICIPARAYBMS,Maret,TP Postpaid,10600,1649,390,33,25321,2524345,0,6
BDS869,WANASUKAPANGALENGANDMT,Maret,TP Postpaid,10600,2027,536,75,11711,3103560,0,7
BDB175,KPRANCABALIKDL,Maret,TP Postpaid,10600,2347,650,54,41063,3627288,0,9
SUB595,KPKARANGTANJUNGDMT,Maret,TP Postpaid,10600,40440,554,51,30401,3253174,287,7
SUB571,KALIJATITIMUR,Maret,TP Postpaid,10600,2229,717,101,44489,3542927,0,10
BDG755,BABAKANGARUT,Maret,TP Postpaid,10600,1738,499,82,20016,2686064,0,9
SUB660,BOKOSAMBICIPUNAGARADMT,Maret,TP Postpaid,5500,1760,323,29,17709,2797050,0,6
SUB661,BOPADAMULYACIPUNAGARADMT,Maret,TP Postpaid,6600,1661,393,28,24173,2640421,0,6
SUB669,KPCISAATBOJONGLOAKTBG,Maret,TP Postpaid,6600,2067,491,52,29590,3284576,588,7
CMI054,GGHAJISYAFEI,Maret,TP Postpaid,10600,2436,639,74,38478,3871425,0,12
CMI087,KELCIBABAT,Maret,TP Postpaid,10600,1969,701,75,34145,3129203,0,7
CMI043,PEMKOTCIMAHI,Maret,TP Postpaid,10600,1915,623,52,29596,3043610,0,10
CMI083,SADARMANAH,Maret,TP Postpaid,10600,2383,960,110,35277,3786753,180,8
CMI048,Nanjung,Maret,TP Postpaid,10600,2209,697,59,42787,4598220,0,11
CMI077,KELCIBEUREUM,Maret,TP Postpaid,10600,1766,572,41,19718,2805934,0,6
CMI064,JLMARGALUYU,Maret,TP Postpaid,10600,2110,900,84,37879,3353467,0,12
COD085,DMT_TSEL_(COD085),Maret,Tsel Postpaid,10600,827,168,26,4260,1314244,0,3
CMI059,BUMIPRIMA,Maret,TP Postpaid,10600,1776,423,31,26153,2821969,0,6
CMI010,CIPAGERAN,Maret,TP Postpaid,13200,2500,740,70,30632,3973211,0,7
BDB196,RANCAKURUNG,Maret,TP Postpaid,10600,1599,352,42,22535,2471780,0,9
BDS427,KELMANGGAHANG,Maret,TP Postpaid,10600,1492,399,27,24858,2284041,0,5
BDG387,MARGAHAYU,Maret,TP Postpaid,10600,1905,597,61,34599,2917053,0,10
BDB248,JLHDASUKIDMT,Maret,TP Postpaid,10600,2089,746,69,51151,3229315,89,10
SUB662,BOSIDAJAYACIPUNAGARADMT,Maret,TP Postpaid,5500,1432,139,14,6794,1732720,0,6
CMI057,BRIGIFCIMAHI,Maret,TP Postpaid,10600,2546,2074,231,37981,4046615,0,12
BDS849,CIGANITRICIPAGALOBDGBMS,Maret,TP Postpaid,10600,2292,580,45,35735,3510341,0,6
SUB647,SALAMJAYACMI,Maret,TP Postpaid,10600,1589,403,31,23172,2526558,107,10
SUB652,BORANCAASIHPATOKBEUSIDMT,Maret,TP Postpaid,6600,1708,228,24,14096,2714478,0,6
BDS846,BBKMANTRIPINGGIRSARI-TBG,Maret,TP Postpaid,10600,1599,197,18,11242,2449369,0,6
SUB653,BOKALENSARICOMPRENGDMT,Maret,TP Postpaid,6600,1764,207,13,8319,2804090,2376,6
BDB315,KPKBNKALAPACILILINDMTMT1,Maret,TP Postpaid,10600,1624,435,28,27560,2509777,0,6
BDS843,KPBJGKONENGKUTAWARINGIN-TBG,Maret,TP Postpaid,10600,1636,228,20,14209,2505203,0,6
BDS845,KPWIDARADUKUHIBUN-DMT,Maret,TP Postpaid,10600,2366,527,84,30733,3622239,162,7
SUB628,DSNKRAJANCIKAUMDMTMW,Maret,TP Postpaid,10600,1406,391,45,21384,2235056,0,8
SUB630,KPCIBODASSUBGMTMW,Maret,TP Postpaid,10600,2362,916,89,50833,3754955,0,11
SUB632,DSNCIPEUNDEUYSUBTBG,Maret,TP Postpaid,10600,1658,250,17,14265,2634510,0,5
SUB657,BOPADAASIHCIBOGODMT,Maret,TP Postpaid,5500,1750,267,21,14721,2781508,27,6
SUB626,DUSUNPARMASARIDMTMW,Maret,TP Postpaid,10600,1409,419,28,26867,2239475,0,3
SUB506,KPBBKNASEM,Maret,TP Postpaid,10600,2247,788,73,45047,5588139,0,7
SUB511,KARANGANYARSBG,Maret,TP Postpaid,10600,2152,491,31,33011,3419893,0,6
BDG795,PDHIJAUIDH,Maret,TP Postpaid,10600,1430,224,17,14882,2232037,0,6
SMD289,CITIMUN,Maret,TP Postpaid,7700,2127,593,55,32396,3318707,0,10
BDS050,BONGKOKKULON,Maret,TP Postpaid,10600,2024,381,43,27880,3128758,0,6
BDG852,SOMAWINATA,Maret,TP Postpaid,10600,2011,388,44,29879,3195948,0,10
BDG853,CAMPAKAPDLTBG,Maret,TP Postpaid,10600,1701,482,37,30437,2628821,0,4
BDB209,KPPERIGILAME,Maret,TP Postpaid,10600,1371,589,44,23464,2118280,0,7
BDB019,PADASUKACMH,Maret,TP Postpaid,10600,1650,287,24,14506,2622083,0,6
BDG921,DSJAYAGIRI,Maret,TP Postpaid,10600,1698,538,45,15966,2624833,0,7
BDG900,IPISJAYAGIRI,Maret,TP Postpaid,10600,2146,454,33,26681,3316978,0,6
BDG902,CEBOGOLEMBANG,Maret,TP Postpaid,10600,1904,554,33,31151,2943691,0,7
BDS013,KPCIPANJAK,Maret,TP Postpaid,10600,1961,489,40,31117,3031154,100,11
BDB233,KPKIARAPAYUNGDMT,Maret,TP Postpaid,10600,1800,606,32,21378,2781348,0,6
BDG954,KPPANGKALAN,Maret,TP Postpaid,10600,2057,400,42,25448,3180111,62,6
SUB500,DSSILUMAN,Maret,TP Postpaid,10600,2199,530,55,38592,3495999,0,7
BDB106,BUMIPAKUSARAKAN,Maret,TP Postpaid,7700,2235,590,48,36917,3455176,0,7
SUB444,RAYACAGAK,Maret,TP Postpaid,10600,176384,705,61,38148,3857011,646,7
SUB503,JLRYHARAMAI,Maret,TP Postpaid,10600,1867,665,51,32650,6302935,125,7
SUB421,DSPADAASIH,Maret,TP Postpaid,10600,1851,245,18,10576,2940616,0,6
SUB424,WANGUNREJA,Maret,TP Postpaid,10600,2347,415,61,36095,3729893,0,7
SUB425,DSKADAWUNG,Maret,TP Postpaid,10600,1637,343,33,19172,2600963,0,9
SUB420,TANGGULBARAT,Maret,TP Postpaid,10600,2104,361,39,20695,3344551,0,6
SUB426,DSNKAROKROK,Maret,TP Postpaid,10600,1976,242,28,15239,3141630,0,6
SUB418,DSKIHIYANG,Maret,TP Postpaid,10600,1992,457,40,29027,6040763,307,7
SUB501,GEMBOR,Maret,TP Postpaid,10600,2419,652,55,32385,3844298,65,12
SUB388,RANCABANGO,Maret,TP Postpaid,10600,2266,386,32,23904,3601313,0,7
SUB518,DUSUNTENGAH,Maret,TP Postpaid,10600,1817,548,56,23911,2887998,0,10
SUB516,DSNGEMPOLSARI,Maret,TP Postpaid,10600,1725,333,22,22823,2742271,123,6
SUB519,DSRANCAHILIR,Maret,TP Postpaid,10600,2334,723,70,39639,3709663,0,10
SUB409,CIKURIS,Maret,TP Postpaid,10600,1510,219,15,14783,2399869,0,6
SUB408,CLMYGRGTBG,Maret,TP Postpaid,10600,1664,305,31,15106,2643791,261,9
SUB447,MUARACIASEM,Maret,TP Postpaid,10600,1954,213,20,11865,3213557,44,6
SUB497,KAWUNGANTEN,Maret,TP Postpaid,10600,460,552,69,28569,731082,0,7
SUB440,PUSAKARATU,Maret,TP Postpaid,10600,1497,599,56,24004,2378622,1113,6
SUB449,DSPATIMBAN,Maret,TP Postpaid,10600,2091,980,130,35017,3323860,917,11
SUB451,WARUNGCARINGIN,Maret,TP Postpaid,10600,1627,533,38,26040,2585580,528,10
SUB458,DSKOTASARI,Maret,TP Postpaid,10600,1798,379,34,19685,2856692,36,9
SUB398,GARDUMUKTI,Maret,TP Postpaid,10600,1357,194,12,11154,2156568,0,6
SUB505,JLRYSUBANGKM24,Maret,TP Postpaid,10600,2408,573,69,33402,3827484,264,13
SUB429,JABONGSUBANG,Maret,TP Postpaid,10600,2172,463,35,26347,3452027,0,6
SUB433,KPGKOREO,Maret,TP Postpaid,10600,2205,284,22,13323,3503786,36,8
SUB416,DSRANCAJAYA,Maret,TP Postpaid,10600,1601,176,15,12209,2544277,0,6
SUB477,KASOMALANGWETAN,Maret,TP Postpaid,10600,2342,938,79,54564,3721216,218,8
BDG411,CIGENTUR,Maret,TP Postpaid,10600,1934,405,33,21081,2989850,38,7
SUB507,DSSUKATANI,Maret,TP Postpaid,10600,1617,270,29,12813,2569799,3605,9
SUB509,DSKEBUNNANAS,Maret,TP Postpaid,10600,1725,482,45,22858,2741255,917,3
BDB271,KPCENTENGDMT,Maret,TP Postpaid,10600,1984,504,38,32694,3066306,0,7
BDB292,KPBABAKANPARONGPONGDMT,Maret,TP Postpaid,10600,1982,475,35,28552,3063741,238,7
BDB289,DSPASIRHALANGDMT,Maret,TP Postpaid,10600,2731,653,64,34061,4220314,61,8
BDB285,KPCIPULUSDMT,Maret,TP Postpaid,10600,2486,444,70,30661,3842638,0,7
BDB102,KAMPUNGGAJAH,Maret,TP Postpaid,10600,1586,271,20,12268,2451562,0,6
BDB261,KPMOKLATBG,Maret,TP Postpaid,10600,2372,976,73,49629,3667216,0,10
BDB250,BABAKANTALAGADMT,Maret,TP Postpaid,10600,1324,314,20,15389,2046539,0,6
BDB249,PANORAMAHIJAUNGAMPRAHDMT,Maret,TP Postpaid,10600,1654,340,20,20681,2556801,0,6
BDB243,KPKEBONCAUTBG,Maret,TP Postpaid,10600,1697,293,27,19691,2623442,96,6
BDB105,CIMAHIPERMATA,Maret,TP Postpaid,10600,2060,656,64,34662,3184408,0,10
BDB216,JLKPSIMPATI,Maret,TP Postpaid,10600,2302,595,61,31777,3558498,0,12
SUB524,DSNSUKAENOK,Maret,TP Postpaid,10600,1389,124,12,6128,2208168,3571,9
BDB112,RAWAPOJOK,Maret,TP Postpaid,10600,1786,482,44,31632,2760850,0,7
BDB108,BUKITPERMATACMI,Maret,TP Postpaid,10600,2066,474,44,23862,3193683,0,10
BDG172,CIMAREME,Maret,TP Postpaid,10600,3081,1395,126,58176,4762143,0,9
