Site ID,Site Name,Month,Site Tipe,Daya Master,KWH,RRC Average,User Active Average,Payload,Cost,Total RRU
KNG278,ARGASOKASUKAMAJUDMT,Januari,TP Postpaid,10600,1859,379,27,14168,2872583,9
CJR504,GUNUNGBITUNG,Januari,TP Postpaid,10600,1908,203,21,9959,2921004,6
BDK579,CISURUPANCIBIRU,Januari,TP Postpaid,10600,1591,345,24,19399,2436138,3
BDK571,CIPADUNGPERMAI,Januari,TP Postpaid,10600,2315,671,47,31215,3545317,8
BDG661,JLAHNASUTION,Januari,TP Postpaid,10600,2931,699,53,28738,4488757,12
BDG551,PASIRBIRU,Januari,TP Postpaid,10600,2313,411,48,31385,3542086,10
GRT370,KPCIAWIKEPUH,Januari,TP Postpaid,10600,1767,279,20,14218,2730893,6
SUB634,KPCILOASUBANGGMT,Januari,TP Postpaid,10600,1544,428,27,20703,2453201,9
SUB633,KPSEGRANGDMT,Januari,TP Postpaid,10600,2663,300,26,17158,4231340,8
BDG654,CURUGCNULANG,Januari,TP Postpaid,10600,2364,394,51,24079,3619758,7
BDS043,KPCIKASO,Januari,TP Postpaid,10600,1623,145,9,5831,2485908,6
CMI051,CIMINDI,Januari,TP Postpaid,10600,2201,821,64,30750,3339396,10
BDG724,BALADEWA,Januari,TP Postpaid,10600,1971,490,47,27697,3018568,10
BDK044,JLHEGARMANAHBDG,Januari,TP Postpaid,7700,2507,635,69,16807,3621863,12
BDG944,CIUMBULEUIT,Januari,TP Postpaid,10600,2319,567,45,35410,3551382,7
BDK254,JLCIUMBULUIT46,Januari,TP Postpaid,10600,1496,268,16,16574,6760430,6
CJR414,KARANGWANGI,Januari,TP Postpaid,10600,2332,548,76,26376,3571857,7
TSK024,PASANGGRAHANPUSPARAJADMT,Januari,TP Postpaid,10600,2606,505,85,26781,4141473,7
SUB614,KPPAMARISTBG,Januari,TP Postpaid,10600,5104,858,104,40615,8121711,11
SUB080,BLKCIATER,Januari,TP Postpaid,10600,2513,592,69,32483,3993202,7
GRT443,PASARKULONDMTMW,Januari,TP Postpaid,10600,2463,818,75,40598,3808196,11
GRT330,ARENGPANARIKAN,Januari,TP Postpaid,10600,1719,396,31,24169,2657466,6
GRT440,KPNGAMPLANGDMTMW,Januari,TP Postpaid,10600,1578,220,24,13660,2439643,9
GRT436,KPBARUKAIMW,Januari,TP Postpaid,10600,1390,321,35,15909,2149537,6
GRT315,GIRIJAYA,Januari,TP Postpaid,10600,1779,296,30,16749,2750293,9
GRT520,PASARCIKAJANGDMT,Januari,TP Postpaid,10600,1889,556,55,28930,2920581,10
TSK906,BOKUBANGSARICIKALONGI4TE,Januari,TP Postpaid,7700,1790,400,37,19687,2165900,6
TSK544,CIDADALITSK,Januari,TP Postpaid,10600,2728,747,125,22760,4335828,6
TSK456,TONJONGSARI,Januari,TP Postpaid,10600,2288,373,42,16721,3636848,10
BDB142,KPBARURENDE,Januari,TP Postpaid,10600,1829,498,53,18250,2827120,10
BDG571,PANGHEOTAN,Januari,TP Postpaid,10600,2776,468,74,23525,4290681,10
BDG573,SANCANG,Januari,TP Postpaid,10600,2356,600,74,38061,3641695,7
TSK531,JLCIPAGAR,Januari,TP Postpaid,10600,1866,287,30,11566,2966138,6
BDS230,CIKANCUNGHILIR,Januari,TP Postpaid,10600,2094,609,79,32057,3206346,10
BDS061,RYCICALENGKA,Januari,TP Postpaid,10600,1953,439,36,22033,2990069,6
TSK984,KPSUKARASACIKATOMASTBG,Januari,TP Postpaid,10600,2212,496,50,25030,3516134,7
TSK831,CIDADAPCOGREG,Januari,TP Postpaid,10600,2326,661,64,35327,3696552,10
SUB492,CIKAUMBARAT,Januari,TP Postpaid,10600,2023,274,23,14387,3215733,6
SUB392,MEKARSARISBG,Januari,TP Postpaid,10600,2309,404,28,20816,3670649,7
MJL243,BLOKSUKARAOS,Januari,TP Postpaid,7700,1988,489,30,25381,3102125,10
MJL334,CIPULUSCIKIJINGMJLTBG,Januari,TP Postpaid,10600,1635,435,53,12247,2361853,6
CMS407,DSMANDALIKA,Januari,TP Postpaid,10600,1966,424,39,20306,3124133,9
CMS381,DSNPASARSELASA,Januari,TP Postpaid,10600,1539,373,24,19734,2446114,6
MJL198,DSCIDULANG,Januari,TP Postpaid,10600,150571,220,18,10302,2064972,6
MJL258,CIPANJICIKIJING,Januari,TP Postpaid,10600,1850,486,33,24685,2885496,9
MJL270,BLOKCINTASARIDMT,Januari,TP Postpaid,10600,1656,390,19,16462,2584722,6
CMS331,DSCIMARI,Januari,TP Postpaid,13200,1394,279,25,13430,2214381,8
CRB570,JATISEENGKIDUL,Januari,TP Postpaid,10600,2674,654,54,38408,4173348,9
BDG698,MEKARMANIK,Januari,TP Postpaid,10600,1899,245,26,13354,2908937,6
BDS037,KPMELATIWANGI,Januari,TP Postpaid,10600,2327,488,53,25991,3563909,12
BDG997,POLARIS,Januari,TP Postpaid,10600,2528,350,36,16582,3871625,7
BDS152,KPGARUNG,Januari,TP Postpaid,10600,2050,81,5,4396,3139777,9
BDS346,KARANGARUM,Januari,TP Postpaid,10600,2233,856,86,31608,3419561,6
BDS558,JLCIKOANG,Januari,TP Postpaid,10600,2240,449,31,22023,3430296,12
BDG710,PANDANWANGI,Januari,TP Postpaid,10600,2578,975,94,39622,3947918,11
BDG716,DSCIMEKAR,Januari,TP Postpaid,10600,2083,352,31,18816,3189317,9
CMI135,CIKENDAL,Januari,TP Postpaid,10600,2015,537,45,32370,3055578,7
CMI100,KELUTAMA,Januari,TP Postpaid,10600,2269,522,39,21738,3442275,6
CMI159,TIPARCIBEBER,Januari,TP Postpaid,10600,2763,850,113,37504,5633032,8
CMI164,PERUMMELONGASIH,Januari,TP Postpaid,10600,2201,356,29,19656,4320822,9
CMI109,KALIDAM,Januari,TP Postpaid,5500,2020,572,53,29202,2333100,7
CMI119,PUSDIKCIMAHI,Januari,TP Postpaid,10600,1924,314,34,23008,2918583,9
CMI124,JLBUDI,Januari,TP Postpaid,10600,1688,475,59,31266,2560587,9
SMD345,CIKAHURIPANSTP,Januari,TP Postpaid,10600,2423,715,77,36692,3780362,7
SMD328,KPBUNTERDMT,Januari,TP Postpaid,10600,1864,448,44,27491,2763150,11
BDG365,TRSNPADASUKA,Januari,TP Postpaid,10600,2011,223,23,13711,3079610,6
SMD264,SINDANGPAKUON,Januari,TP Postpaid,10600,2448,773,77,34516,3819898,8
TSK915,BOCIJULANGCINEAMTBG,Januari,TP Postpaid,5500,2048,530,47,28478,2478080,7
TSK494,CIAMPANAN,Januari,TP Postpaid,10600,2029,473,52,18845,3223997,9
TSK983,KPANCOLCINEAMTBG,Januari,TP Postpaid,10600,2301,595,57,29303,3658047,7
BDG479,CISARANTEN,Januari,TP Postpaid,5500,1995,669,53,20493,2326170,9
CMS432,DSNKOTABUNISEURIDMTMW,Januari,TP Postpaid,10600,1200,312,22,14211,1907847,7
CMS210,PUSAKASARI,Januari,TP Postpaid,10600,1558,305,28,14459,2476849,7
CMS310,KPCIKANDUNG,Januari,TP Postpaid,10600,1798,321,37,14646,2857630,6
CMS298,DUSUNKOTA,Januari,TP Postpaid,10600,2060,469,42,24078,3274548,6
CJR542,JLRAYAPUNCAK,Januari,TP Postpaid,10600,1641,474,51,16350,2512998,10
CMS372,DSGERBA,Januari,TP Postpaid,10600,2070,428,55,22469,3290805,10
CJR662,BOBATULAWANGTBG,Januari,TP Postpaid,6600,2469,573,88,34026,3780278,8
CJR412,CILOTOPUNCAK,Januari,TP Postpaid,10600,2355,584,60,28304,3606496,6
CJR420,SINDANGSARICJR,Januari,TP Postpaid,10600,2146,433,50,26485,3286361,14
CJR410,JLMARIAWATI,Januari,TP Postpaid,10600,2068,384,32,24374,3166331,6
CJR516,CIMACANCJR,Januari,TP Postpaid,10600,2258,311,42,22506,3458611,11
BDG708,LELESCIPARAY,Januari,TP Postpaid,10600,2555,755,101,36573,3913646,7
BDB053,KPCIBURAHOL,Januari,TP Postpaid,10600,2215,609,56,36676,5745799,7
BDB026,KBNPANGLEJAR,Januari,TP Postpaid,10600,1717,404,44,9363,2654033,6
SUB596,DSNCIBEUNYINGDMT,Januari,TP Postpaid,10600,2308,443,34,21419,3668646,10
BDB022,MANDALACIPENDEUY,Januari,TP Postpaid,10600,2321,342,45,22397,3587730,9
SUB379,PASIRMAHI,Januari,TP Postpaid,10600,2139,290,39,9945,3399266,6
TSK608,NAGARASARI,Januari,TP Postpaid,7700,1978,411,32,20431,3143633,10
TSK753,GNGSAMANI,Januari,TP Postpaid,10600,2202,560,60,28549,3500703,10
BDG850,PALASARIBDG,Januari,TP Postpaid,10600,1669,186,26,9949,2580127,6
BDG849,DSCIPENDA,Januari,TP Postpaid,10600,1942,277,31,18771,3001985,6
SUB722,TANJUNGJAYATANJUNGSUBTBG,Januari,TP Postpaid,10600,1446,190,15,10287,2298369,3
CJR527,JLMOHALICIRANJANG,Januari,TP Postpaid,10600,2551,599,52,33995,3906127,8
SUB487,DSCIGADOG,Januari,TP Postpaid,10600,2210,483,44,25192,3352426,6
BDB253,KOLMASCITALIOEBT,Januari,TP Postpaid,10600,2183,523,60,29145,3375503,10
SUB378,CUPUNAGARA,Januari,TP Postpaid,10600,161621,158,14,5935,3103995,6
SUB383,DSMAYANG,Januari,TP Postpaid,10600,75919,398,42,23143,3499996,6
CMS541,CIBELAHSIDAMULYACISAGADMT,Januari,TP Postpaid,10600,1985,379,49,18961,3154503,10
BDG284,KPCIPEUSING,Januari,TP Postpaid,10600,2353,722,89,30895,3637460,11
CMI047,RAYACIUYAH,Januari,TP Postpaid,10600,2242,426,47,29198,3400801,7
CMI058,PASIRLANGU,Januari,TP Postpaid,10600,1842,297,31,15271,2847340,8
BDB278,KPBABAKANCINTATBGMW,Januari,TP Postpaid,10600,2222,441,61,29785,3434647,7
TSK938,KPLANGENSARITSKDMT,Januari,TP Postpaid,10600,2144,297,29,17991,3406577,6
TSK581,JATIHURIPTSK,Januari,TP Postpaid,10600,1831,384,38,22854,2909325,9
SMD223,DSNCIBOLANG,Januari,TP Postpaid,10600,1986,328,27,19158,3098364,6
SMD191,DSNCICELOT,Januari,TP Postpaid,10600,1776,336,37,16939,2771331,9
TSK819,JLRAYACISAYONGDMT,Januari,TP Postpaid,10600,2237,1058,91,46650,3555530,11
GRT341,DSSIMPANGSARI,Januari,TP Postpaid,10600,42144,336,45,21679,3243915,6
GRT339,RAYACIBEUREUM,Januari,TP Postpaid,10600,1779,240,24,11732,2750540,9
GRT321,HAURKUNINGGRT,Januari,TP Postpaid,10600,2304,981,173,40116,3561513,9
GRT318,TAMBAKBAYA,Januari,TP Postpaid,10600,1913,357,31,17255,2957356,6
CRB619,DSGALAGAMBA,Januari,TP Postpaid,10600,1593,285,20,14640,2486519,6
CRB783,BLOKKASAB,Januari,TP Postpaid,10600,1587,403,32,14410,2476158,10
CRB830,JLGALAGAMBA,Januari,TP Postpaid,10600,206068,339,23,17723,2220273,6
BDS781,BORAWABOGOCIWIDEYTBG,Januari,TP Postpaid,5500,2128,383,43,24055,2481248,6
BDG203,PUNCELING,Januari,TP Postpaid,10600,2623,668,88,24703,4016846,7
BDS290,KPKOPENG,Januari,TP Postpaid,10600,2255,504,58,31595,3454277,7
BDG611,RAWABOGO,Januari,TP Postpaid,10600,1742,242,33,11186,2667514,6
TSK918,BOBOJONGSARICULAMEGATBG,Januari,TP Postpaid,5500,1914,235,32,10036,2315940,6
TSK508,DSCINTABODAS,Januari,TP Postpaid,10600,3268,461,53,16301,4104752,9
KNG105,DARMAKNG,Januari,TP Postpaid,10600,1673,425,29,18145,2587083,9
KNG157,DSCIPASUNG,Januari,TP Postpaid,10600,1276,261,14,10888,1973498,5
SUB685,KPSUKAJAYADAWUANTBG,Januari,TP Postpaid,10600,2373,463,46,26759,3772038,7
BDS497,KPCILISUNG,Januari,TP Postpaid,10600,1972,1027,74,39044,3019885,11
BDS153,JLMENGGERHILIR,Januari,TP Postpaid,10600,48479,324,22,17581,2833057,9
BDS400,CIBADUYUTINDH,Januari,TP Postpaid,10600,1887,495,38,23557,2889718,8
BDB006,KCCILANGARIGUNUNGHALUPTL,Januari,TP Postpaid,5500,1568,53,5,3037,1845536,3
BDK645,RELOCPASIRLEUTIK,Januari,TP Postpaid,10600,2183,668,69,36848,3341874,10
BDS014,KCSRIRAHAYUCIKANCUNGTBG,Januari,TP Postpaid,10600,572,181,31,2805,875261,6
BDB018,KCGUNUNGMASIGITCIPATATTBG,Januari,TP Postpaid,10600,1370,207,17,10118,2118141,3
BDK637,RELOCJLCITARUM,Januari,TP Postpaid,10600,1807,1003,92,24234,2766809,11
BDK004,RELOCTMPRAMUKATBGEASYMACRO,Januari,TP Postpaid,10600,1559,517,44,18705,2386949,9
BDK902,JLBEKAMINCIKUTRACIBEUNYINGKDLTBG,Januari,TP Postpaid,10600,1946,854,42,27307,2980758,6
BDK003,RELOCMMPANORAMABMS,Januari,TP Postpaid,10600,1883,469,40,24188,2883592,10
BDK005,RELOCRAYALOGAMPTL,Januari,TP Postpaid,10600,2083,828,69,32784,3190711,6
CRB978,KADEMANGANDEPOKCRBCMI,Januari,TP Postpaid,10600,1951,354,24,21446,3043646,6
CRB616,BLOKMUNDU,Januari,TP Postpaid,10600,1946,558,48,23086,3036578,9
CMS015,SUKANAGARALAKBOKCMSTBG,Januari,TP Postpaid,10600,1540,286,19,12961,2447322,6
CMS013,RAKSABAYACIMARAGASCMSDMT,Januari,TP Postpaid,10600,2225,471,52,26611,3535904,7
CMS576,SITUMANDALARANCAHTBG,Januari,TP Postpaid,10600,2017,653,64,24989,3205356,7
BDB004,KCSARINAGENCIPONGKORCMI,Januari,TP Postpaid,10600,1382,207,19,14108,2135918,6
CJR743,CARINGINCIJATICJRDMT,Januari,TP Postpaid,10600,2057,592,144,19976,3149547,7
CJR755,TELKOMSEL-CJR755-STP,Januari,TP Postpaid,10600,1310,136,14,7050,2007014,3
CJR745,KERTARAHARJAPAGELARANDMT,Januari,TP Postpaid,10600,1554,251,27,12878,2379768,3
CJR766,KCCIKONDANGCIBEBERSTP,Januari,TP Postpaid,10600,1447,302,18,15751,2215925,6
CJR761,KCJAMALIMANDEPTL,Januari,TP Postpaid,10600,850,132,16,5551,1300250,3
COD130,CMBSINDANGJAWACIBINGBIN2,Januari,Tsel Postpaid,6600,1419,119,9,8428,2193531,3
IND155,KEDUNGDAWA,Januari,TP Postpaid,10600,1946,379,33,16981,2979962,6
GRT605,SADANGSUCINARAJATBG,Januari,TP Postpaid,10600,2183,336,25,18054,3373571,6
GRT599,SUKANEGLAGARUTDMT,Januari,TP Postpaid,10600,30325,423,66,23522,2959381,7
GRT606,MEKARSARICIBALONGPTL,Januari,TP Postpaid,10600,13076,562,65,28932,13566567,7
GRT033,PURBAYANICARINGINPST,Januari,TP Postpaid,10600,15912,623,90,29714,18902486,7
GRT607,WANGUNJAYABANJARWANGIDMT,Januari,TP Postpaid,10600,1921,649,80,24407,3696993,7
GRT608,SUKAMULYATALEGONGDMT,Januari,TP Postpaid,10600,2460,644,64,25102,3803543,6
GRT598,NANGGERANGCIMUNCANGGRTCMI,Januari,TP Postpaid,10600,2200,331,32,18650,3400469,6
GRT002,RELOCDSPAMALAYANTBG,Januari,TP Postpaid,10600,2103,496,53,21149,3252316,7
SMD087,DAYEUHLUHUR,Januari,TP Postpaid,10600,2393,779,103,34613,3733366,8
SMD081,SBLSAPRILKM7,Januari,TP Postpaid,10600,1654,469,43,25308,2581055,7
CRB677,GEDANGKULON,Januari,TP Postpaid,10600,1629,258,19,13584,2541721,6
KNG246,GRIYACILIMUSINDAHTBG,Januari,TP Postpaid,10600,1962,442,26,21907,3032453,7
KNG269,KARANGKANCANA-MARGACINA,Januari,TP Postpaid,10600,1631,137,13,6993,2522314,6
KNG266,TAMBAKBAYAGARAWANGI,Januari,TP Postpaid,10600,1777,368,23,13979,2747000,6
KNG277,BLKCAGEURDARMAKNGPTL,Januari,TP Postpaid,10600,4621,178,24,5096,7522088,8
KNG024,CITANGTUKUNINGANTBG,Januari,TP Postpaid,10600,2452,641,80,23290,3790372,7
KNG127,DSBANDORASA,Januari,TP Postpaid,10600,1896,395,25,21026,2930073,6
KNG131,KALAPAGNG,Januari,TP Postpaid,10600,2328,628,61,26551,3598412,7
KNG209,LANGSEB,Januari,TP Postpaid,10600,1732,300,25,16390,3529652,10
KNG076,CIPASUNGKNG,Januari,TP Postpaid,10600,1357,516,56,17090,3270284,9
KNG064,DUKUHBADAG,Januari,TP Postpaid,10600,1634,142,9,7742,2525977,6
BDB014,KPCITIRUPADASUKADMT,Januari,TP Postpaid,10600,2200,453,46,25007,3400421,6
CJR461,KPCIPETIR,Januari,TP Postpaid,10600,1682,200,20,11089,2575555,6
CJR428,KPPASIRWARU,Januari,TP Postpaid,10600,2068,329,35,17550,3166286,11
CJR564,HAURWANGI,Januari,TP Postpaid,10600,1677,479,26,22782,2567561,9
CJR451,KPBUNIAYU,Januari,TP Postpaid,10600,2427,429,46,25265,3717828,8
SUB664,BLOKSAWAHBEDAHANDMT,Januari,TP Postpaid,10600,2854,949,113,41262,4536508,9
SUB430,KPKUMPAI,Januari,TP Postpaid,10600,1786,456,29,26451,2838083,7
TSK661,DSKARANGPESIK,Januari,TP Postpaid,10600,1764,354,38,21959,2803296,9
KNG115,DUKUHDALAM,Januari,TP Postpaid,10600,1759,246,23,13733,2719762,9
IND252,TELKOMJTBARANG,Januari,TP Postpaid,7700,117718,547,28,20853,2624742,7
IND328,KELBULAKLORDMT,Januari,TP Postpaid,10600,1678,367,22,15436,2569215,6
SMD231,WADUKJATIGEDE,Januari,TP Postpaid,10600,1506,313,37,13050,2350088,9
IND278,BLOKKARANGBARU,Januari,TP Postpaid,10600,1593,307,20,14895,2439047,9
BDS031,DSNMANDALANGGU,Januari,TP Postpaid,10600,1845,498,33,21308,2878069,9
BDS516,DSNCIPENDEUY,Januari,TP Postpaid,10600,2218,627,48,30546,3460693,9
BDS475,CIPASIRRANCAEKEK,Januari,TP Postpaid,10600,1759,501,28,27928,2744525,10
CMS469,BOMULYASARIJATINAGARADMT,Januari,TP Postpaid,10600,51455,375,54,18487,3835394,10
CMS225,JLPASIRBUNGUR,Januari,TP Postpaid,10600,2294,566,104,30366,3646001,10
CMS226,BAYASARI,Januari,TP Postpaid,10600,2417,929,131,40192,3841056,10
SMD242,CIKERUHJATINANGORDMT,Januari,TP Postpaid,10600,2526,592,38,30320,3940571,8
SUB479,RASAKIDUL,Januari,TP Postpaid,10600,1772,156,13,10092,2687751,3
MJL284,LOJIJATIWANGIDMT,Januari,TP Postpaid,10600,1691,630,59,25743,2638708,10
MJL140,BLOKPANDE,Januari,TP Postpaid,10600,2251,264,25,12477,3511885,14
MJL266,BLOKSABTUDMT,Januari,TP Postpaid,10600,2005,551,52,28448,3128587,10
MJL113,BURUJULWTN,Januari,TP Postpaid,10600,1950,458,41,25852,3042398,10
TSK783,KPGENTONG,Januari,TP Postpaid,10600,2294,624,51,25256,3645556,11
TSK498,CIBAHAYU,Januari,TP Postpaid,10600,1654,376,28,16172,2628376,6
TSK442,KPCIPURUT,Januari,TP Postpaid,10600,2010,450,53,19068,3194693,6
TSK039,CIJOTANGDIRGAHAYUDMT,Januari,TP Postpaid,10600,1563,209,20,8636,2483650,6
MJL235,JLRAYACIDERES,Januari,TP Postpaid,10600,1906,811,65,31969,2973886,10
KNG125,BLOKPAMONYETAN,Januari,TP Postpaid,10600,1576,223,19,11449,2436211,12
GRT408,KPMEKARSARI,Januari,TP Postpaid,7700,1846,632,51,29170,2853600,10
GRT367,BYPASSCICALENGKA,Januari,TP Postpaid,10600,2142,555,40,28519,3310656,7
GRT347,KELTALAGASARI,Januari,TP Postpaid,10600,2100,557,57,30151,3247153,7
GRT306,KELMANDALASARI,Januari,TP Postpaid,10600,2142,505,39,28916,3310872,7
SUB724,LEGOKJAMBUJALUPANGTBG,Januari,TP Postpaid,10600,1935,223,15,13610,3075188,6
SUB675,DSKALIANGSANASTP,Januari,TP Postpaid,10600,133964,877,95,38811,2471954,6
SUB586,BBKNKALIJATIBRT,Januari,TP Postpaid,10600,4452,747,80,34381,7085891,10
CRB938,BOWARGABINANGUNKALIWEDITBG,Januari,TP Postpaid,5500,1175,192,14,9420,1395900,6
CRB483,KALIWEDI,Januari,TP Postpaid,10600,1957,506,49,28620,3053226,9
IND262,BLOKKEBON,Januari,TP Postpaid,10600,2405,547,38,27254,3683464,9
IND201,KEMPED,Januari,TP Postpaid,10600,1856,252,19,12042,2842046,9
IND203,BLOKCILED,Januari,TP Postpaid,10600,1509,243,14,13147,2310320,3
IND200,TAMBAKWATU,Januari,TP Postpaid,10600,1721,265,15,12595,2634958,3
IND319,DSPAREANGIRANGDMT,Januari,TP Postpaid,10600,1999,479,34,25425,3061983,8
IND326,BLOKPENGODENGANDMT,Januari,TP Postpaid,10600,1678,186,13,10087,2569981,9
CRB974,RELOCBLOKSERUTPTL,Januari,TP Postpaid,10600,1759,385,42,16543,2745306,11
IND208,DSPRINGGACALA,Januari,TP Postpaid,10600,2065,271,14,15126,3163146,6
IND173,GGGAJAHMADA,Januari,TP Postpaid,10600,1514,179,11,10514,2319216,3
IND260,KAPLONGANLOR,Januari,TP Postpaid,6600,1708,452,34,21666,2615217,10
IND329,SMPANGTIGAKRNGAMPELDMT,Januari,TP Postpaid,10600,2201,251,13,12063,3370128,6
KNG108,SUKAGALIHKNG,Januari,TP Postpaid,10600,1729,164,17,9679,2671826,9
TSK857,KPRAHAYUTSK,Januari,TP Postpaid,10600,2038,544,51,28532,3238983,7
CJR444,KPGELEMBUNG,Januari,TP Postpaid,10600,1514,188,11,11985,2318497,6
CJR452,KPNANGGALA,Januari,TP Postpaid,10600,2287,268,24,14109,3502240,9
GRT292,DSCINTAMANIK,Januari,TP Postpaid,10600,1890,288,29,17501,2921648,5
CJR736,MALEBERKARANGTENGAHCMSTBG,Januari,TP Postpaid,10600,2202,443,39,30295,3371567,7
CRB551,KARANGWARENG,Januari,TP Postpaid,10600,2134,536,42,30882,3330612,10
TSK448,KARSAMENAK,Januari,TP Postpaid,10600,1765,367,35,20974,2805648,8
CMS471,DSTALAGASARIDMT,Januari,TP Postpaid,10600,1890,450,40,24190,3003484,10
CMS481,DSNHAYAWANGDMT,Januari,TP Postpaid,10600,2007,341,41,17735,3189544,9
CMS473,DSNNANGELADMT,Januari,TP Postpaid,10600,1997,336,35,17288,3173652,6
CMS475,DSNINDRAYASADMT,Januari,TP Postpaid,10600,2313,1053,123,35739,3676243,6
CMS413,KPWENINGSARIDMT,Januari,TP Postpaid,10600,2181,683,59,37084,3466520,10
TSK811,GUNUNGTANDALAKIN,Januari,TP Postpaid,10600,1943,375,39,23845,3088551,4
TSK940,KELKARANGANYARTSKDMT,Januari,TP Postpaid,10600,83415,513,52,28974,3495109,7
TSK755,RAYAKRNUNGGAL,Januari,TP Postpaid,10600,2053,406,43,22592,3262566,9
TSK626,CILAMAJANG,Januari,TP Postpaid,10600,2186,380,49,20592,3473513,6
TSK560,KARASAKMENAK,Januari,TP Postpaid,7700,2471,659,66,35317,3925901,7
CRB776,CIDENGINDAH,Januari,TP Postpaid,10600,1910,518,30,20196,2896602,9
CRB801,DSKEDUNGJAYA,Januari,TP Postpaid,10600,1753,388,26,20250,2533700,9
CRB702,JLPEMBANGUNAN,Januari,TP Postpaid,10600,1994,655,53,26325,3024769,9
CRB864,CIDENGSELATAN,Januari,TP Postpaid,10600,1688,351,23,18747,2561830,9
CRB681,KEDAWUNG,Januari,TP Postpaid,5500,1335,190,13,10101,1585980,3
CRB872,JLSYEHPANGERANPANJITBG,Januari,TP Postpaid,10600,1716,392,30,24791,2677699,9
CRB517,JLTUPAREV,Januari,TP Postpaid,10600,89030,495,29,17321,843401,9
CRB612,PILANGSARI,Januari,TP Postpaid,10600,2178,668,52,24405,3398282,9
IND257,JLRYKAPLONGAN,Januari,TP Postpaid,6600,2032,477,41,19832,3111447,10
IND235,CANGKINGAN,Januari,TP Postpaid,10600,1463,254,16,14473,2240167,5
IND219,DSKEDOKANAGUNG,Januari,TP Postpaid,7700,1499,194,16,10887,2295511,5
IND318,KAPLONGANKIDULTBGMW,Januari,TP Postpaid,10600,1439,236,15,12216,2203628,9
MJL315,CIPALIKM156DMT,Januari,TP Postpaid,10600,2140,426,34,21780,6941861,7
CRB886,BLOKPENGAMPONDMT,Januari,TP Postpaid,10600,1630,437,45,23114,2544061,9
CRB897,JLNYIMASENDANGTBG,Januari,TP Postpaid,10600,2081,530,49,26122,3247044,10
SMD131,CIKURUBUKSMD,Januari,TP Postpaid,10600,2192,303,35,14101,3420344,6
SMD188,KPNYALINDUNG,Januari,TP Postpaid,10600,2310,621,61,28608,3383272,7
SMD168,DSNCIBENDA,Januari,TP Postpaid,10600,2269,642,79,29713,3322844,10
SMD228,DSNCIKOLE,Januari,TP Postpaid,10600,2288,389,29,20010,3569864,10
SMD349,DSNWARUNGTOGEDMTMW,Januari,TP Postpaid,10600,2085,357,35,6346,3252192,6
SMD391,BABAKANASEMCONGGEANGTBG,Januari,TP Postpaid,10600,1422,196,18,8486,2219524,6
SMD394,KCTANJUNGMEDARTANJUNGMEDARGMT,Januari,TP Postpaid,10600,2181,571,79,21614,3403321,7
SMD386,CIMACANPAMEKARANSMDTBG,Januari,TP Postpaid,10600,2244,491,40,23840,3500183,7
SMD390,DSNKIRISIKPAJAGANIGIHONMT1,Januari,TP Postpaid,10600,1875,296,28,4591,2924972,6
SMD399,KCWARGALUYUTANJUNGMEDARTBG,Januari,TP Postpaid,10600,2645,256,26,14252,6141017,3
KNG133,DSCIKASO,Januari,TP Postpaid,10600,1961,363,25,20450,3031263,10
IND348,BOPURWAJAYAKRANGKENGTBG,Januari,TP Postpaid,5500,1394,252,42,7231,1656072,6
IND349,BOKEDUNGWUNGUKRANGKENGTBG,Januari,TP Postpaid,6600,1348,220,22,11532,2064395,6
IND317,BLOKLURAHDMT,Januari,TP Postpaid,10600,1744,524,45,28955,2671082,9
BJR062,KWSNMARGASARI,Januari,TP Postpaid,7700,1721,424,43,19801,2635509,9
BJR054,SUKAHURIPBNJR,Januari,TP Postpaid,10600,2093,390,34,14953,3205182,6
BJR049,SINDANGGALIH,Januari,TP Postpaid,10600,1521,284,17,10885,2329232,6
BJR082,JLCIJUREYKUJANGSARIPTLMT1,Januari,TP Postpaid,10600,1497,241,22,10875,2292479,6
KNG119,LURAGUNG,Januari,TP Postpaid,10600,1799,235,12,10859,2780977,6
KNG112,DSPAGUNDAN,Januari,TP Postpaid,10600,1433,220,14,12096,2215189,5
KNG218,DSMANGGARIDMT,Januari,TP Postpaid,10600,1341,302,16,15910,2072214,9
SUB655,BOPANGARENGANLEGONKULONTBG,Januari,TP Postpaid,5500,2064,221,19,11098,2497440,6
SUB714,KRAJANLEGONWETANDMT,Januari,TP Postpaid,6600,1699,385,32,13915,2700111,6
GRT250,KPTAMBAKRY,Januari,TP Postpaid,10600,1926,202,27,11331,2977297,7
GRT173,MARGALUYUGRT,Januari,TP Postpaid,6600,2494,401,40,20908,3854216,8
CJR618,PUNCAKWANGILELESCJRDMT,Januari,TP Postpaid,10600,1688,273,40,10270,2585922,6
CRB628,CIPEUJEUHKULON,Januari,TP Postpaid,10600,1953,656,82,35026,3047718,10
GRT450,KPSINDANGSARIGRTMW,Januari,TP Postpaid,7700,1730,231,19,15815,2674284,7
GRT448,SITUCANGKUANGMW,Januari,TP Postpaid,10600,1986,518,55,25333,3068826,9
GRT299,BLOKKANDURUAN,Januari,TP Postpaid,10600,2068,422,57,25264,3197176,7
GRT317,KPPASIRWAAS,Januari,TP Postpaid,10600,1967,340,33,20168,3040569,6
CRB785,KPPEJATEN,Januari,TP Postpaid,10600,1595,383,32,23432,2488890,8
