Site ID,Site Name,Month,Site Tipe,Daya Master,KWH,RRC Average,User Active Average,Payload,Cost,Total RRU
CMS363,JLPERINTISSIDAHARJA,Januari,TP Postpaid,6600,1764,399,42,19772,2803296,9
CMS359,DSNBANGUNSIRNA,Januari,TP Postpaid,10600,1626,382,23,18069,2583990,6
CMS367,IMBANAGARARAYA,Januari,TP Postpaid,10600,1562,361,34,20083,2480981,10
CMS418,DSCIAKARTBG,Januari,TP Postpaid,10600,2106,278,41,22158,3346697,10
CMS352,JLDRCIPTOCMS,Januari,TP Postpaid,10600,1364,370,22,16850,2167628,6
CMS350,PEMKABCIAMIS,Januari,TP Postpaid,10600,1356,568,46,14116,2154914,8
CMS403,KELCISAGA,Januari,TP Postpaid,7700,1305,283,19,16066,2073867,8
CMS401,DSKAMURANG,Januari,TP Postpaid,10600,2138,556,55,28076,3398551,9
CMS383,JLMOCHHATTACMS,Januari,TP Postpaid,10600,2061,540,41,24689,3274802,11
CMS406,DSNPURWASARI,Januari,TP Postpaid,10600,1642,479,38,27362,2609417,7
CMS416,DSNKERETEK,Januari,TP Postpaid,10600,1510,478,41,24176,2399599,9
CMS351,PASARMANIS,Januari,TP Postpaid,7700,1827,689,37,24515,2903414,9
CJR726,CISEUREUHSINARLAUTCJRDMT,Januari,TP Postpaid,10600,3422,185,29,9392,5251354,6
CJR701,GIRIASIHCISARANTENCJRTBG,Januari,TP Postpaid,10600,1597,448,78,20521,2445617,7
CJR717,BINONGSARIMULYASARICJRDMT,Januari,TP Postpaid,10600,2541,366,67,18033,3891242,7
CJR732,CIGURIANGSUKAMANAHTBG,Januari,TP Postpaid,10600,1812,286,24,17524,2774175,6
BDK711,KOMPCITYSQUARE,Januari,TP Postpaid,10600,2321,789,81,36094,3553541,10
CRB688,KEBONTURI,Januari,TP Postpaid,10600,1983,399,30,19662,3093434,9
CMS209,BATUMALANG,Januari,TP Postpaid,10600,2267,266,51,11320,3602649,6
CMS240,DSSINGAPARNA,Januari,TP Postpaid,10600,1387,253,17,11791,2204179,3
CMS204,KRGKAMULYAN,Januari,TP Postpaid,6600,1378,219,25,7081,2190289,6
CMS242,GOLAT,Januari,TP Postpaid,10600,1444,204,18,10249,2295063,8
CMS243,PAJAGANCMS,Januari,TP Postpaid,10600,2198,489,64,28434,3492996,7
CMS212,NUSAWIRU,Januari,TP Postpaid,10600,2179,528,37,24475,3462801,9
CMS213,RYPGANDARAN,Januari,TP Postpaid,10600,2432,702,52,38138,3865179,12
CMS207,DSKALIWON,Januari,TP Postpaid,10600,1857,455,34,19558,2951185,9
CMS206,PANTAITIMUR,Januari,TP Postpaid,10600,2319,917,78,28947,3686684,11
CMS217,BUNISINGA,Januari,TP Postpaid,10600,1539,334,34,19128,2445732,9
CMS215,GREENCANYON,Januari,TP Postpaid,10600,1736,344,27,16104,2758799,10
CJR729,GIRIMULYACIBEBERCJRTBG,Januari,TP Postpaid,10600,2249,356,43,21982,3444232,7
CMS237,SIRNASARICMS,Januari,TP Postpaid,10600,1835,383,52,14167,2916128,9
CMS234,MULYASARICMS,Januari,TP Postpaid,10600,2118,270,17,13451,3244278,6
CMS222,DSCIMANUK,Januari,TP Postpaid,10600,1941,333,57,13203,3084579,6
CMS223,RANGKAPSARI,Januari,TP Postpaid,10600,37158,469,47,20865,2785815,9
CJR695,KPKARAYAMEKARDSGIRIJAYA-DMT,Januari,TP Postpaid,10600,2314,685,131,18687,3544215,6
CJR639,BOCIWALENSUKARESMICMI,Januari,TP Postpaid,6600,1794,179,25,10090,2747789,6
CJR708,E_CJR708_JLPELABUHANJAYANTIDSCIDAMAR-DMT,Januari,TP Postpaid,10600,2169,377,33,25322,3320940,7
CJR667,KPKRGTENGAHTANGGEUNG-PTL,Januari,TP Postpaid,10600,1927,151,18,6849,2950529,7
CJR654,KPKEBONKALAPAPST,Januari,TP Postpaid,10600,1701,664,36,24935,2603701,5
CJR683,KEBONPEUTEUYGEKBRONG,Januari,TP Postpaid,10600,43004,347,46,18036,2477164,7
CJR692,SUKALUYUMUNJUL,Januari,TP Postpaid,10600,1833,194,19,11653,2807192,6
CJR693,KPSIMPSAWOSINDANGSARICMIMT1,Januari,TP Postpaid,10600,2347,334,50,15514,3594276,7
CJR644,KEBONGEDEBABAKANSARICJRCMI,Januari,TP Postpaid,10600,1685,166,16,9312,2581466,6
CJR707,KPCIHIDEUNGCISALAK-TBG,Januari,TP Postpaid,10600,1615,154,18,6572,2472539,6
CJR696,JLDESASALAGEDANGPAGELARAN-DMT,Januari,TP Postpaid,10600,2398,549,66,21110,3673096,7
CJR718,PASIRAWITALINANGGALAMEKARCMI,Januari,TP Postpaid,10600,1763,218,15,13033,2699428,6
CJR724,KPPASIRIPISSUKAMULYACJRPTL,Januari,TP Postpaid,10600,1527,131,12,6293,2338267,6
CJR705,KPBABAKANCIHAUR-PST,Januari,TP Postpaid,10600,2366,522,35,25019,3623724,6
CJR735,SINARALAMWANASARIPTL,Januari,TP Postpaid,10600,1741,230,34,11498,2666258,6
CJR427,KPKEDUNGHILIR,Januari,TP Postpaid,10600,1546,273,21,15641,2367134,5
CJR413,DSTELAGA,Januari,TP Postpaid,10600,2471,380,39,21597,3783525,8
CJR431,PASIRPEUSING,Januari,TP Postpaid,10600,1664,216,18,10439,2547531,6
CJR407,PASIRSEMBUNG,Januari,TP Postpaid,10600,2008,412,35,22070,3076240,9
CJR570,WISMACOLIBHA,Januari,TP Postpaid,7700,1984,514,52,19994,3038262,9
CJR584,PASIRHAYAMTBG,Januari,TP Postpaid,10600,1603,451,27,32099,2455188,6
CJR586,PANEMBONGGIRANGDMTMW,Januari,TP Postpaid,10600,2310,784,56,42309,3537125,7
CJR590,KPCARINGINDMT,Januari,TP Postpaid,10600,1529,288,25,18311,2342340,9
CJR603,BOCIANDAMMANDEDMT,Januari,TP Postpaid,5500,1838,235,22,12098,2143108,6
CJR424,GGRBINTANG,Januari,TP Postpaid,10600,2114,278,41,13581,3237005,11
CJR422,KPRWBANGO,Januari,TP Postpaid,10600,1575,232,19,12806,2411498,8
CJR415,KPTUGULIO,Januari,TP Postpaid,10600,1949,326,35,24537,2984342,7
CJR416,JLKAMPUNGTUGU,Januari,TP Postpaid,10600,1828,266,19,16868,2799626,6
CJR417,TAPALKUDA,Januari,TP Postpaid,10600,1932,392,40,19030,2958323,13
CJR418,TUNGTURUNAN,Januari,TP Postpaid,10600,2361,626,65,31084,3615318,8
CMS311,SIDAMULYACMS,Januari,TP Postpaid,10600,1934,273,24,14985,3073455,5
CMS191,WAHIDHASYIM,Januari,TP Postpaid,10600,2095,695,46,27234,3329549,9
CMS195,PANTAIBARAT,Januari,TP Postpaid,10600,1897,481,40,22717,3014656,10
CMS304,KPPARAPAT,Januari,TP Postpaid,10600,1261,264,18,19155,2003944,8
CMS313,DSCIHARALANG,Januari,TP Postpaid,10600,1634,285,45,12076,2595639,8
CMS197,CIPARANTI,Januari,TP Postpaid,10600,1335,268,28,12212,2121543,6
CMS308,SINDANGKASIH,Januari,TP Postpaid,10600,1713,346,27,17499,2723424,7
CMS307,LINGKERTAHAYU,Januari,TP Postpaid,7700,1130,167,9,10019,1795762,5
CMS290,MSJALISHLAH,Januari,TP Postpaid,10600,439,606,69,29766,697645,11
CMS305,CIANDA,Januari,TP Postpaid,10600,1471,301,35,13802,2337732,6
CMS303,KIDANGPANANJUNG,Januari,TP Postpaid,10600,2855,1350,129,36873,4538575,12
CMS301,DSNBITUNGHILIR,Januari,TP Postpaid,10600,1769,265,28,10450,2810272,9
CMS315,DSINDRAGIRI,Januari,TP Postpaid,10600,1904,500,54,23946,3024842,10
CJR476,KPPANONGAN,Januari,TP Postpaid,10600,1380,139,18,6881,2113124,9
CJR429,JLAMALIA,Januari,TP Postpaid,10600,2405,686,61,35761,3682621,9
CJR462,DSPADALUYU,Januari,TP Postpaid,10600,2167,316,44,15398,3318704,7
CJR455,PASIRKUDA,Januari,TP Postpaid,10600,60996,285,40,15478,4996148,9
CJR477,SAWAHGEDE,Januari,TP Postpaid,10600,2292,621,50,37027,3509958,7
CJR480,KAMPUNGPARI,Januari,TP Postpaid,10600,1621,142,18,7025,2482600,6
CMS201,PAJATEN,Januari,TP Postpaid,10600,3762,450,49,20131,5988457,9
CMS199,CISONTROLCMS,Januari,TP Postpaid,6600,1971,651,96,21271,3132254,10
CMS198,BOJONGGEDANG,Januari,TP Postpaid,6600,2357,500,58,18874,3745674,7
CJR394,KPPASKO,Januari,TP Postpaid,10600,1400,234,24,12998,2143169,9
CJR037,PTPSUKARAME,Januari,TP Postpaid,10600,48062,281,53,14199,2713624,7
CJR547,BBKNCISARUA,Januari,TP Postpaid,7700,2187,549,49,29292,3348995,9
CJR569,LEBAKPASAR,Januari,TP Postpaid,7700,1393,235,26,14980,2133215,3
CJR600,MANDIRIKITRICIBODASPST,Januari,TP Postpaid,7700,1951,475,30,16184,2988339,10
CJR656,MEKARGALIHDMT,Januari,TP Postpaid,10600,1776,424,46,21722,2720806,7
CJR648,KPBOJONGPETIRSTP,Januari,TP Postpaid,10600,1682,283,23,16532,2576152,6
CJR635,BOSALAMNUNGGALCIBEBERTBG,Januari,TP Postpaid,5500,1711,198,15,10823,1995026,7
CJR637,BOMANDEMANDEDMT,Januari,TP Postpaid,5500,1834,263,29,8728,2809519,6
CJR659,BOMEKARMUKTICIBINONGTBG,Januari,TP Postpaid,6600,98038,308,47,13904,3004449,6
CJR645,BOBOJONGKASOAGRABINTATBG,Januari,TP Postpaid,6600,1690,228,40,10254,2588342,6
CJR581,SIPONCIRANJANGCMI,Januari,TP Postpaid,10600,1906,425,35,20968,2919075,6
CMS297,CIAMISKOTA,Januari,TP Postpaid,10600,1924,781,48,27216,3058866,9
CJR552,KPPADARINCANG,Januari,TP Postpaid,10600,1451,244,24,16981,2222036,6
CJR559,RAYACIPANAS170,Januari,TP Postpaid,10600,1933,567,47,28464,2960161,8
CJR561,DSSIRNAGALIHCJR,Januari,TP Postpaid,7700,1577,352,36,24142,2414990,10
CJR511,KALAPANUNGGAL,Januari,TP Postpaid,10600,1796,156,22,9803,2750041,9
CJR513,PASIRNANGKA,Januari,TP Postpaid,10600,2409,621,43,21654,3688823,12
CJR587,KPCINYEULAPDMT,Januari,TP Postpaid,10600,1835,236,30,15121,2810500,9
CRB781,GEMBONGANMEKAR,Januari,TP Postpaid,6600,2282,516,50,30481,3559926,9
CRB744,JLEVAKUASICRB,Januari,TP Postpaid,10600,1628,576,50,21334,2469722,9
CRB758,JLPEMUDACRB,Januari,TP Postpaid,10600,1213,1301,150,30143,1840042,11
CRB813,JLDRWAHIDINCRB,Januari,TP Postpaid,10600,147583,753,83,28079,3922476,12
CRB881,SURANENGGALALORDMT,Januari,TP Postpaid,10600,2295,835,94,48393,3582019,11
CRB895,BLOKKULONDMT,Januari,TP Postpaid,10600,1770,469,38,24635,2761408,10
CRB882,JLBANTARANGNGJATIDMT,Januari,TP Postpaid,10600,87637,719,75,36225,8971300,11
CRB893,BABAKANLOSARI,Januari,TP Postpaid,10600,1792,381,29,19970,2795109,9
CRB890,JLPNGRNSUTAJAYA,Januari,TP Postpaid,7700,1750,651,81,38379,2730483,10
CRB889,JLTRSNCEREMAIRAYARBG,Januari,TP Postpaid,10600,1392,1139,79,39887,2111573,8
CRB887,DSWARUDUWUR,Januari,TP Postpaid,10600,1847,425,26,16635,2882033,6
CRB885,DSTEGALGUBUGLORTBG,Januari,TP Postpaid,10600,2212,666,56,40646,3452595,7
CRB774,KLAYAN,Januari,TP Postpaid,10600,2021,466,36,24625,3065832,9
CRB524,BBKGEBANG,Januari,TP Postpaid,10600,1961,335,29,21722,3060123,6
CRB808,BLOKNANGKA,Januari,TP Postpaid,10600,2429,489,44,29253,3789099,7
CRB520,KARYAMULYA,Januari,TP Postpaid,10600,222,494,56,24452,800942,6
CRB800,BLOKKAUM,Januari,TP Postpaid,10600,1904,552,53,26492,2971124,10
CRB780,DUSUNDUACRB,Januari,TP Postpaid,10600,2495,806,84,51207,3893965,11
CRB788,BLOKSIPATAT,Januari,TP Postpaid,10600,1692,535,45,32597,2639332,9
CRB818,KELSUNYARAGI,Januari,TP Postpaid,10600,17369,654,48,34359,2599764,10
CRB567,SUKAHATI,Januari,TP Postpaid,10600,2117,787,94,39800,3303198,10
CRB571,JAMLANG,Januari,TP Postpaid,10600,2142,716,62,28937,3343078,7
CRB569,BABAKANGEBANG,Januari,TP Postpaid,10600,2156,695,54,33523,3364204,9
CRB700,KEDUNGBUNDER,Januari,TP Postpaid,10600,2340,900,94,37969,3651201,11
CRB016,PERTAMINAKLY,Januari,TP Postpaid,11400,2186,870,74,40052,3315975,11
CRB723,JLSURADINAYA,Januari,TP Postpaid,10600,2002,1234,146,42366,3123672,10
CJR482,BUMIMASCIANJUR,Januari,TP Postpaid,10600,2255,412,42,25772,3452194,11
CRB739,BATEMBATWERU,Januari,TP Postpaid,7700,1802,882,108,40509,2811617,11
CRB563,PTINDOJAYA,Januari,TP Postpaid,10600,1432,257,19,13312,2107239,9
CRB733,KOMPPRMNASGNG,Januari,TP Postpaid,7700,1670,320,27,18348,2533479,9
CRB586,KPGRENJENG,Januari,TP Postpaid,10600,1495,397,28,18691,2268485,3
CRB718,RUAPUTRICRB,Januari,TP Postpaid,7700,1794,416,35,20460,2799135,9
CRB585,JLSUGATI,Januari,TP Postpaid,10600,1846,422,30,25408,2799459,6
CRB581,KPKEMADU,Januari,TP Postpaid,10600,1955,461,32,26083,3050558,7
CRB701,PALIMANANTMR,Januari,TP Postpaid,10600,2391,735,81,35408,3730979,11
CRB868,SERANGWETAN,Januari,TP Postpaid,10600,1378,384,33,23861,2150248,8
CRB862,KPKECAPI,Januari,TP Postpaid,10600,1796,512,33,27912,2723793,9
CRB871,KARANGDOGOLANSTP,Januari,TP Postpaid,10600,1576,603,48,35517,2503817,10
CRB824,DSBUYUNG,Januari,TP Postpaid,10600,195893,985,79,37412,4424599,12
CRB894,BLOKBENTENGTIMUR,Januari,TP Postpaid,10600,1872,653,53,29954,2920150,10
CRB936,BOKEDUNGDALEMGEGESIKTBG,Januari,TP Postpaid,5500,1733,277,24,16593,2058804,6
CRB930,HARJAMUKTISELATANDMT,Januari,TP Postpaid,10600,2615,828,86,41686,3966558,8
CRB921,KALITANJUNGTIMURDMT,Januari,TP Postpaid,10600,1470,392,25,20048,2164883,9
CRB575,SIDOMULYO,Januari,TP Postpaid,10600,1966,585,30,19059,2982294,12
CRB578,BLOKPAKUWON,Januari,TP Postpaid,10600,2156,470,46,23465,3364236,7
CRB565,BAKUNGLOR,Januari,TP Postpaid,10600,1649,291,18,14513,2572490,6
CRB703,KELPAKALONGAN,Januari,TP Postpaid,10600,1652,470,36,20479,2505976,3
CRB874,JLPINTEXUTARATBG,Januari,TP Postpaid,10600,2160,815,54,29609,3369478,7
CRB873,BLOKPEJATENKIDULTBG,Januari,TP Postpaid,10600,2108,615,72,29814,3288765,10
CRB550,BLOKCIBINUANG,Januari,TP Postpaid,10600,1999,431,39,22439,3118820,7
CRB540,BLOKKAJEN,Januari,TP Postpaid,10600,2548,894,93,40824,3975755,7
SBR003,KANCIKULONASTANAJAPURATBG,Januari,TP Postpaid,10600,834,479,39,22739,1301270,7
CRB642,KELKECAPI,Januari,TP Postpaid,7700,1354,279,19,16259,2055008,3
CRB647,YAYASANPUICRB,Januari,TP Postpaid,10600,1600,901,80,15417,2427218,8
CRB633,MUNDUMASIGIT,Januari,TP Postpaid,10600,1731,463,44,17033,2701649,6
CRB650,SEKARKEMUNING,Januari,TP Postpaid,10600,2100,780,73,29271,3185745,6
CRB635,WANACALA,Januari,TP Postpaid,10600,1879,329,21,19081,2763639,6
CRB536,JLKALIJAGA,Januari,TP Postpaid,10600,1492,568,47,18064,2327931,3
CRB535,BANJARWANGUN,Januari,TP Postpaid,10600,2429,621,65,29152,3789910,12
CRB534,DSKALITENGAH,Januari,TP Postpaid,10600,2194,428,35,23786,3424400,7
CRB533,DSKALAYAN,Januari,TP Postpaid,10600,65973,629,82,21960,1016513,10
CRB669,JENUN,Januari,TP Postpaid,10600,2283,665,65,28728,3562407,6
CRB646,JLPEKIRINGAN,Januari,TP Postpaid,10600,1456,405,48,13667,2207596,6
CRB976,DSGINTUNGRANJENGCIWARINGINPTL,Januari,TP Postpaid,10600,1605,181,16,10421,2503993,6
IND361,TOMBAGAMARGADADIDMT,Januari,TP Postpaid,10600,2069,679,60,34859,3168552,7
CRB966,KPRAMINKEDUANANIBSMT1,Januari,TP Postpaid,10600,1990,463,35,20199,3104419,9
CRB937,BOKERTAWANGUNSEDONGTBG,Januari,TP Postpaid,6600,1837,285,21,16264,2866321,6
CRB526,CISAAT,Januari,TP Postpaid,10600,2246,498,50,19799,3504380,7
CRB977,CURUGSUSUKANLEBAKCRBPTL,Januari,TP Postpaid,10600,2047,361,29,20989,3194774,7
IND374,JLLANGKOBLELEACIKEDUNGPTL,Januari,TP Postpaid,10600,1589,173,9,5294,9471311,6
MJL329,BLKSENINKODASARI-PTL,Januari,TP Postpaid,10600,1639,221,21,10281,2431966,6
CJR440,DSPALASARI,Januari,TP Postpaid,10600,1967,452,40,21667,3012397,5
CJR449,DSBOJONGLARANG,Januari,TP Postpaid,10600,98264,224,34,10671,2658310,8
CRB965,DNSUMANJAYACIKANCAS-PTL,Januari,TP Postpaid,10600,1668,114,9,7657,2601932,6
SBR004,KUBANGTALUNTBG,Januari,TP Postpaid,10600,2164,553,43,32397,3377592,7
CRB984,KALIANYARPANGURAGANCRBDMT,Januari,TP Postpaid,10600,2048,190,13,8489,3195446,6
CRB980,MEKARASIHDURAJAYAGREGEDPTL,Januari,TP Postpaid,10600,1633,285,18,15093,2548742,6
CRB959,DSNTIGAMANDALACMIMT1,Januari,TP Postpaid,10600,1904,465,31,24901,2971047,6
CRB970,WANGUNAN-SEDONG,Januari,TP Postpaid,10600,1765,305,27,15931,2755183,6
CRB957,RELOCKALIJAGAPERMAIBRT,Januari,TP Postpaid,10600,2337,400,47,24612,3646287,7
CRB986,RELOCPEKALIPANEMA,Januari,TP Postpaid,10600,1615,479,32,22448,2449456,4
CRB325,KEJAKSAANCRB,Januari,TP Postpaid,10600,2815,781,61,36310,4270173,10
CRB516,JLSEKARSARI,Januari,TP Postpaid,10600,1826,332,23,15006,2769120,6
CRB512,DESAPUTAT,Januari,TP Postpaid,10600,2476,504,41,28034,3862791,13
CRB666,KPPALEBEN,Januari,TP Postpaid,10600,10311,874,111,41719,610068,12
CRB508,SIMAJAUTARA,Januari,TP Postpaid,10600,1503,355,23,19349,2513791,9
CRB507,KATIYASA,Januari,TP Postpaid,10600,1820,351,27,19330,2760822,9
CRB503,RAJAWALI2,Januari,TP Postpaid,10600,1908,413,33,20076,2977443,6
CRB658,DSNMESIGIT,Januari,TP Postpaid,7700,1569,385,39,15180,2513090,3
CRB519,RELOCSTDBIMA,Januari,TP Postpaid,10600,2768,2184,324,30687,4197451,8
CRB656,ARGASUNYA,Januari,TP Postpaid,10600,1859,491,55,22255,2819982,10
CRB525,CANGKOAK,Januari,TP Postpaid,10600,2184,425,37,23345,3407783,9
CRB560,JLCANGKRING,Januari,TP Postpaid,10600,1558,406,24,19353,2312821,7
CRB559,PULOSAREN,Januari,TP Postpaid,10600,700,547,42,23789,1061855,8
CRB561,KRNGMANGU,Januari,TP Postpaid,10600,1744,401,40,20487,2721527,5
CRB611,DSHARJAMUKTI,Januari,TP Postpaid,10600,1336,427,49,19787,2026641,6
CRB558,INSPEKSI,Januari,TP Postpaid,10600,2236,932,65,41794,3231259,11
CRB557,KESENDEN,Januari,TP Postpaid,10600,1261,283,23,16408,1913280,5
CRB495,DSNWAGE,Januari,TP Postpaid,10600,1579,360,38,22998,2463988,9
CRB511,KPBUNGKO,Januari,TP Postpaid,10600,1722,99,9,4022,2686795,6
CRB552,DSPEGAGANLOR,Januari,TP Postpaid,10600,1889,234,18,12164,2947830,6
CRB554,JUNJANGWETAN,Januari,TP Postpaid,10600,1946,263,25,13176,3036422,6
CRB634,DSNKILIYEM,Januari,TP Postpaid,10600,1238,193,14,11508,1930998,9
CRB631,KARANGDUWUR,Januari,TP Postpaid,10600,2291,515,55,28086,3574187,6
CRB629,DSTEGALGUBUK,Januari,TP Postpaid,10600,1916,608,108,29100,2988787,8
IND254,KELLEMAHABANG,Januari,TP Postpaid,10600,1535,365,32,16162,2349998,6
IND256,JASAWARO,Januari,TP Postpaid,10600,2038,287,30,12095,3119839,6
IND261,BLOKDUAUJUNGGRS,Januari,TP Postpaid,6600,1974,639,52,32451,3022825,11
IND264,KELPAOMAN,Januari,TP Postpaid,10600,1554,418,42,14958,2379982,9
IND231,JLSUDARSO,Januari,TP Postpaid,10600,1865,371,25,18039,2855629,9
IND336,MANGANTIDEWIKERTICALAPTL,Januari,TP Postpaid,10600,1589,270,20,9117,2432141,6
IND232,JLMANDIRANCAN,Januari,TP Postpaid,10600,2217,264,25,18645,3395717,6
IND205,DSLOYANG,Januari,TP Postpaid,10600,1661,172,11,8570,2544116,6
IND212,JLSUKAJADITONG,Januari,TP Postpaid,10600,2336,564,53,32148,3576987,11
IND204,BLOKKASAMARAN,Januari,TP Postpaid,10600,2040,281,21,14647,3123223,6
IND259,DSSUKRA,Januari,TP Postpaid,10600,1214,173,10,9174,1859098,6
IND397,BLKSUKAJAYASUKAMULYAINDPTL,Januari,TP Postpaid,10600,1361,86,11,3171,2083338,9
IND250,DSCIPACUH,Januari,TP Postpaid,10600,2324,591,70,29330,3926334,10
IND398,CEMARABLOKKARANGBEDAHANTBG,Januari,TP Postpaid,10600,1789,207,23,9762,2739352,6
IND399,KALENDEMANGTAMBAKINDTBG,Januari,TP Postpaid,10600,1989,496,48,21068,5554199,6
IND274,JLPAHLAWANIND,Januari,TP Postpaid,10600,2053,659,63,30891,3143559,9
IND237,BLOKCIBERENG,Januari,TP Postpaid,10600,2365,304,25,15084,3620846,10
IND246,KELKEPANDEN,Januari,TP Postpaid,7700,1870,530,40,27418,2863332,10
IND392,BALONGAN TEGALSEMBADRA,Januari,TP Postpaid,10600,1641,206,14,8201,2513519,6
IND401,RELOCPARUTKIDUL,Januari,TP Postpaid,10600,2050,439,32,21802,3139043,7
IND393,CIJATICIKAWUNGINDTBG,Januari,TP Postpaid,10600,1982,450,32,30296,3034479,6
IND395,TUTUPANSUKASARIARAHANDMT,Januari,TP Postpaid,10600,1865,295,20,12990,2856257,6
IND394,SUKADADIARAHANINDDMT,Januari,TP Postpaid,10600,1650,261,27,12669,2525662,6
IND400,KPCARIUSITURAJAGANTARTBG,Januari,TP Postpaid,10600,2328,413,40,22882,3565394,7
IND241,STDNTRIDAYAIND,Januari,TP Postpaid,7700,1668,305,14,10929,2554375,6
IND276,DSNBUNDER,Januari,TP Postpaid,10600,2268,507,34,22275,3473572,11
IND277,DSSIDADADI,Januari,TP Postpaid,10600,1701,291,27,17547,2604620,9
IND314,JATISAWITLOR,Januari,TP Postpaid,7700,1545,261,18,13645,2365863,9
IND339,DSLINGGAJATICMI,Januari,TP Postpaid,10600,1397,313,20,13779,2138790,5
IND347,BOWANASARIBANGODUATBG,Januari,TP Postpaid,5500,1646,154,12,8503,1919236,6
GRT486,BPKADKIANSANTANGDMT,Januari,TP Postpaid,10600,2050,1016,71,30250,3167945,12
IND313,DSARAHANLORDMT,Januari,TP Postpaid,10600,1973,420,38,18250,3021080,11
IND312,DSPRANGGONGTBG,Januari,TP Postpaid,10600,2378,340,25,15465,3641718,11
IND268,BLOKKUNIR,Januari,TP Postpaid,10600,1906,511,48,23982,2917956,10
IND275,PLZTELKOMIND,Januari,TP Postpaid,10600,1826,1014,97,32566,2797023,10
IND282,JLNYIRESIK,Januari,TP Postpaid,10600,1725,581,43,25268,2642201,9
IND269,BOJONGSARIIND,Januari,TP Postpaid,10600,1545,526,46,19023,2365633,8
IND223,BLOKLABOAN,Januari,TP Postpaid,10600,1375,127,6,5740,2105099,5
IND215,DSWANAKAYAM,Januari,TP Postpaid,10600,2117,431,46,22838,3241155,6
IND217,KELMARGADADI,Januari,TP Postpaid,10600,2292,379,34,14688,3511015,13
IND218,JLSINGALODRA,Januari,TP Postpaid,10600,2257,1447,235,32424,3457187,11
IND211,AYANIJTBARANG,Januari,TP Postpaid,10600,2251,755,71,32534,3446421,10
IND323,BLOKKEBONBUAHDMTMW,Januari,TP Postpaid,10600,2289,668,71,38485,3505273,11
IND224,DSLIMPAS,Januari,TP Postpaid,10600,1364,346,20,14469,2088775,8
IND225,BLOKGUNUNGSARI,Januari,TP Postpaid,10600,2403,217,18,9480,3679727,8
IND221,DSUJUNGARIS,Januari,TP Postpaid,10600,1899,305,32,16518,2907666,3
IND320,DSKANANGATELUKTBGMW,Januari,TP Postpaid,10600,1509,254,20,13609,2310855,9
IND214,SUMURADEM,Januari,TP Postpaid,10600,1804,305,19,16774,2763593,9
IND333,BLOKBABAKANJATIDMT,Januari,TP Postpaid,10600,1994,404,40,25691,3053790,10
IND222,RAJASINGA,Januari,TP Postpaid,10600,1573,165,10,7863,4696337,6
IND327,PILANGLEMPUYANG,Januari,TP Postpaid,10600,1602,274,18,13067,2453657,9
IND330,BLOKVETERANDMT,Januari,TP Postpaid,10600,1917,710,53,28371,2935552,11
GRT446,KPCILANJUNGDMT,Januari,TP Postpaid,10600,2202,449,46,24765,3403931,10
GRT401,KPCIREUNGIT,Januari,TP Postpaid,10600,2022,619,53,35462,3125666,9
GRT449,DSGIRIMAKMURDMTMW,Januari,TP Postpaid,10600,2024,515,61,27522,3129067,9
GRT447,JLSUKAREGANGDMT,Januari,TP Postpaid,10600,1618,219,18,10031,2501414,9
GRT429,DSHANJUANG,Januari,TP Postpaid,10600,1912,529,43,25167,2955625,7
GRT439,NGAMPLANGSARI,Januari,TP Postpaid,7700,1858,302,36,16920,2872151,9
GRT260,KPJATI,Januari,TP Postpaid,10600,1897,358,28,20860,2932623,6
GRT259,KPCIPARAYGRT,Januari,TP Postpaid,10600,1576,359,28,18857,2435686,3
GRT258,WARUNGCAGAK,Januari,TP Postpaid,10600,1862,408,31,22853,2878860,6
GRT266,KPMANCAGAHAR,Januari,TP Postpaid,10600,2223,347,36,15967,3436656,6
GRT404,KELPAMINGGIR,Januari,TP Postpaid,7700,1374,237,24,16048,2123969,9
GRT425,JLBARATHAYUDHA,Januari,TP Postpaid,7700,1676,473,28,20239,2590809,9
GRT423,KPPANAWUAN,Januari,TP Postpaid,10600,1751,239,24,12543,2706747,9
GRT430,DSPASAWAHAN,Januari,TP Postpaid,7700,2166,583,45,22625,3348265,10
GRT445,TMNMONUMENSILIWANGIDMT,Januari,TP Postpaid,7700,1962,832,58,24244,3032916,6
GRT383,KPCITAHAP,Januari,TP Postpaid,10600,1577,269,20,15942,2437077,3
GRT381,PASIRSEMOJA,Januari,TP Postpaid,10600,1876,624,43,28801,2899821,9
GRT362,KPSAMPIREUNDMT,Januari,TP Postpaid,10600,1981,364,32,23266,3062334,6
GRT376,CIMANGANTEN,Januari,TP Postpaid,10600,1730,468,40,26025,2675459,10
GRT372,LENGKOPBOJONG,Januari,TP Postpaid,10600,2072,325,29,18153,3203066,7
GRT394,RANCABOGOGRT,Januari,TP Postpaid,7700,2377,947,74,37194,3674436,10
GRT169,KOTAWETAN,Januari,TP Postpaid,10600,1608,280,22,16325,2486358,9
GRT373,WARUNGKALER,Januari,TP Postpaid,10600,1837,343,28,20691,2839595,6
GRT400,KPMEKARASIH,Januari,TP Postpaid,10600,1679,295,24,17026,2595447,6
GRT361,CIPANASGRT,Januari,TP Postpaid,10600,1458,458,30,18032,2252937,7
GRT356,CIMANUK,Januari,TP Postpaid,10600,2108,835,54,33729,3258886,10
GRT353,KELREGOL,Januari,TP Postpaid,10600,1897,367,30,18210,2932361,9
